productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
THER-Accucore-C18-30x1.0-2.6um,Accucore-C18-30x1.0-2.6um,Thermo Fisher Scientific,Accucore C18 30x1.0mm 2.6µm,Accucore C18 30x1.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: C18; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 30 x 1.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-c18.jpg,https://www.thermofisher.com/products/accucore-c18-30x1.0-2.6um,2.6,150,30,1.0,C18,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-75x2.1-2.6um,Accucore-Phenyl-Hexyl-75x2.1-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 75x2.1mm 2.6µm,Accucore Phenyl-Hexyl 75x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 75 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-75x2.1-2.6um,2.6,150,75,2.1,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-75x3.0-2.6um,Accucore-Phenyl-Hexyl-75x3.0-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 75x3.0mm 2.6µm,Accucore Phenyl-Hexyl 75x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 75 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-75x3.0-2.6um,2.6,150,75,3.0,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-75x4.6-2.6um,Accucore-Phenyl-Hexyl-75x4.6-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 75x4.6mm 2.6µm,Accucore Phenyl-Hexyl 75x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 75 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-75x4.6-2.6um,2.6,150,75,4.6,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-100x2.1-2.6um,Accucore-Phenyl-Hexyl-100x2.1-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 100x2.1mm 2.6µm,Accucore Phenyl-Hexyl 100x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 100 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-100x2.1-2.6um,2.6,150,100,2.1,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-100x3.0-2.6um,Accucore-Phenyl-Hexyl-100x3.0-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 100x3.0mm 2.6µm,Accucore Phenyl-Hexyl 100x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 100 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-100x3.0-2.6um,2.6,150,100,3.0,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-100x4.6-2.6um,Accucore-Phenyl-Hexyl-100x4.6-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 100x4.6mm 2.6µm,Accucore Phenyl-Hexyl 100x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 100 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-100x4.6-2.6um,2.6,150,100,4.6,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-150x2.1-2.6um,Accucore-Phenyl-Hexyl-150x2.1-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 150x2.1mm 2.6µm,Accucore Phenyl-Hexyl 150x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 150 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-150x2.1-2.6um,2.6,150,150,2.1,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-150x3.0-2.6um,Accucore-Phenyl-Hexyl-150x3.0-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 150x3.0mm 2.6µm,Accucore Phenyl-Hexyl 150x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 150 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-150x3.0-2.6um,2.6,150,150,3.0,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-150x4.6-2.6um,Accucore-Phenyl-Hexyl-150x4.6-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 150x4.6mm 2.6µm,Accucore Phenyl-Hexyl 150x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 150 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-150x4.6-2.6um,2.6,150,150,4.6,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-250x3.0-2.6um,Accucore-Phenyl-Hexyl-250x3.0-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 250x3.0mm 2.6µm,Accucore Phenyl-Hexyl 250x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 250 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-250x3.0-2.6um,2.6,150,250,3.0,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-Phenyl-Hexyl-250x4.6-2.6um,Accucore-Phenyl-Hexyl-250x4.6-2.6um,Thermo Fisher Scientific,Accucore Phenyl-Hexyl 250x4.6mm 2.6µm,Accucore Phenyl-Hexyl 250x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: Phenyl-Hexyl; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 250 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-phenyl-hexyl.jpg,https://www.thermofisher.com/products/accucore-phenyl-hexyl-250x4.6-2.6um,2.6,150,250,4.6,Phenyl-Hexyl,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-30x1.0-2.6um,Accucore-HILIC-30x1.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 30x1.0mm 2.6µm,Accucore HILIC 30x1.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 30 x 1.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-30x1.0-2.6um,2.6,150,30,1.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-30x2.1-2.6um,Accucore-HILIC-30x2.1-2.6um,Thermo Fisher Scientific,Accucore HILIC 30x2.1mm 2.6µm,Accucore HILIC 30x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 30 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-30x2.1-2.6um,2.6,150,30,2.1,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-30x3.0-2.6um,Accucore-HILIC-30x3.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 30x3.0mm 2.6µm,Accucore HILIC 30x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 30 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-30x3.0-2.6um,2.6,150,30,3.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-30x4.6-2.6um,Accucore-HILIC-30x4.6-2.6um,Thermo Fisher Scientific,Accucore HILIC 30x4.6mm 2.6µm,Accucore HILIC 30x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 30 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-30x4.6-2.6um,2.6,150,30,4.6,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-50x1.0-2.6um,Accucore-HILIC-50x1.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 50x1.0mm 2.6µm,Accucore HILIC 50x1.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 50 x 1.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-50x1.0-2.6um,2.6,150,50,1.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-50x2.1-2.6um,Accucore-HILIC-50x2.1-2.6um,Thermo Fisher Scientific,Accucore HILIC 50x2.1mm 2.6µm,Accucore HILIC 50x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 50 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-50x2.1-2.6um,2.6,150,50,2.1,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-50x3.0-2.6um,Accucore-HILIC-50x3.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 50x3.0mm 2.6µm,Accucore HILIC 50x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 50 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-50x3.0-2.6um,2.6,150,50,3.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-50x4.6-2.6um,Accucore-HILIC-50x4.6-2.6um,Thermo Fisher Scientific,Accucore HILIC 50x4.6mm 2.6µm,Accucore HILIC 50x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 50 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-50x4.6-2.6um,2.6,150,50,4.6,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-75x2.1-2.6um,Accucore-HILIC-75x2.1-2.6um,Thermo Fisher Scientific,Accucore HILIC 75x2.1mm 2.6µm,Accucore HILIC 75x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 75 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-75x2.1-2.6um,2.6,150,75,2.1,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-75x3.0-2.6um,Accucore-HILIC-75x3.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 75x3.0mm 2.6µm,Accucore HILIC 75x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 75 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-75x3.0-2.6um,2.6,150,75,3.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-75x4.6-2.6um,Accucore-HILIC-75x4.6-2.6um,Thermo Fisher Scientific,Accucore HILIC 75x4.6mm 2.6µm,Accucore HILIC 75x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 75 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-75x4.6-2.6um,2.6,150,75,4.6,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-100x2.1-2.6um,Accucore-HILIC-100x2.1-2.6um,Thermo Fisher Scientific,Accucore HILIC 100x2.1mm 2.6µm,Accucore HILIC 100x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 100 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-100x2.1-2.6um,2.6,150,100,2.1,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-100x3.0-2.6um,Accucore-HILIC-100x3.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 100x3.0mm 2.6µm,Accucore HILIC 100x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 100 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-100x3.0-2.6um,2.6,150,100,3.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-100x4.6-2.6um,Accucore-HILIC-100x4.6-2.6um,Thermo Fisher Scientific,Accucore HILIC 100x4.6mm 2.6µm,Accucore HILIC 100x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 100 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-100x4.6-2.6um,2.6,150,100,4.6,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-150x2.1-2.6um,Accucore-HILIC-150x2.1-2.6um,Thermo Fisher Scientific,Accucore HILIC 150x2.1mm 2.6µm,Accucore HILIC 150x2.1mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 150 x 2.1 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-150x2.1-2.6um,2.6,150,150,2.1,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-150x3.0-2.6um,Accucore-HILIC-150x3.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 150x3.0mm 2.6µm,Accucore HILIC 150x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 150 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-150x3.0-2.6um,2.6,150,150,3.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-150x4.6-2.6um,Accucore-HILIC-150x4.6-2.6um,Thermo Fisher Scientific,Accucore HILIC 150x4.6mm 2.6µm,Accucore HILIC 150x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 150 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-150x4.6-2.6um,2.6,150,150,4.6,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-250x3.0-2.6um,Accucore-HILIC-250x3.0-2.6um,Thermo Fisher Scientific,Accucore HILIC 250x3.0mm 2.6µm,Accucore HILIC 250x3.0mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 250 x 3.0 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-250x3.0-2.6um,2.6,150,250,3.0,HILIC,2,9,2-9,L1,600 bar,80°C
THER-Accucore-HILIC-250x4.6-2.6um,Accucore-HILIC-250x4.6-2.6um,Thermo Fisher Scientific,Accucore HILIC 250x4.6mm 2.6µm,Accucore HILIC 250x4.6mm 2.6µm; Series: Accucore; Specifications: Phase Type: HILIC; Particle Size: 2.6 µm; Pore Size: 150Å; Dimensions: 250 x 4.6 mm; pH Range: 2-9,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/accucore-hilic.jpg,https://www.thermofisher.com/products/accucore-hilic-250x4.6-2.6um,2.6,150,250,4.6,HILIC,2,9,2-9,L1,600 bar,80°C
THER-HypersilGOLD-C18-30x1.0-1.9um,HypersilGOLD-C18-30x1.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 30x1.0mm 1.9µm,Hypersil GOLD C18 30x1.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 30 x 1.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x1.0-1.9um,1.9,175,30,1.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-30x2.1-1.9um,HypersilGOLD-C18-30x2.1-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 30x2.1mm 1.9µm,Hypersil GOLD C18 30x2.1mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 30 x 2.1 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x2.1-1.9um,1.9,175,30,2.1,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-30x3.0-1.9um,HypersilGOLD-C18-30x3.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 30x3.0mm 1.9µm,Hypersil GOLD C18 30x3.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 30 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x3.0-1.9um,1.9,175,30,3.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-30x4.6-1.9um,HypersilGOLD-C18-30x4.6-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 30x4.6mm 1.9µm,Hypersil GOLD C18 30x4.6mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 30 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-30x4.6-1.9um,1.9,175,30,4.6,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-50x1.0-1.9um,HypersilGOLD-C18-50x1.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 50x1.0mm 1.9µm,Hypersil GOLD C18 50x1.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 50 x 1.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-50x1.0-1.9um,1.9,175,50,1.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-50x2.1-1.9um,HypersilGOLD-C18-50x2.1-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 50x2.1mm 1.9µm,Hypersil GOLD C18 50x2.1mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 50 x 2.1 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-50x2.1-1.9um,1.9,175,50,2.1,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-50x3.0-1.9um,HypersilGOLD-C18-50x3.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 50x3.0mm 1.9µm,Hypersil GOLD C18 50x3.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 50 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-50x3.0-1.9um,1.9,175,50,3.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-50x4.6-1.9um,HypersilGOLD-C18-50x4.6-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 50x4.6mm 1.9µm,Hypersil GOLD C18 50x4.6mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 50 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-50x4.6-1.9um,1.9,175,50,4.6,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-75x2.1-1.9um,HypersilGOLD-C18-75x2.1-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 75x2.1mm 1.9µm,Hypersil GOLD C18 75x2.1mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 75 x 2.1 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-75x2.1-1.9um,1.9,175,75,2.1,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-75x3.0-1.9um,HypersilGOLD-C18-75x3.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 75x3.0mm 1.9µm,Hypersil GOLD C18 75x3.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 75 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-75x3.0-1.9um,1.9,175,75,3.0,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-75x4.6-1.9um,HypersilGOLD-C18-75x4.6-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 75x4.6mm 1.9µm,Hypersil GOLD C18 75x4.6mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 75 x 4.6 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-75x4.6-1.9um,1.9,175,75,4.6,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-100x2.1-1.9um,HypersilGOLD-C18-100x2.1-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 100x2.1mm 1.9µm,Hypersil GOLD C18 100x2.1mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 100 x 2.1 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-100x2.1-1.9um,1.9,175,100,2.1,C18,2,8,2-8,L1,600 bar,80°C
THER-HypersilGOLD-C18-100x3.0-1.9um,HypersilGOLD-C18-100x3.0-1.9um,Thermo Fisher Scientific,Hypersil GOLD C18 100x3.0mm 1.9µm,Hypersil GOLD C18 100x3.0mm 1.9µm; Series: Hypersil GOLD; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 175Å; Dimensions: 100 x 3.0 mm; pH Range: 2-8,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/hypersil-gold-c18.jpg,https://www.thermofisher.com/products/hypersilgold-c18-100x3.0-1.9um,1.9,175,100,3.0,C18,2,8,2-8,L1,600 bar,80°C
