productId,partNumber,brand,name,description,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,maxPressure,maxTemperature,usp,imageUrl,catalogUrl,status
PHEN-Cap-Crimp-13mm-Gold,Cap-Crimp-13mm-Gold,Phenomenex,Crimp Cap 13mm Gold,"Crimp Cap 13mm Gold; Series: Crimp Caps; 13mm crimp cap, Gold aluminum",,,,,,,,,,,,,,active
PHEN-Cap-Crimp-13mm-Blue,Cap-Crimp-13mm-Blue,Phenomenex,Crimp Cap 13mm Blue,"Crimp Cap 13mm Blue; Series: Crimp Caps; 13mm crimp cap, Blue aluminum",,,,,,,,,,,,,,active
PHEN-Cap-Crimp-13mm-Red,Cap-Crimp-13mm-Red,Phenomenex,Crimp Cap 13mm Red,"Crimp Cap 13mm Red; Series: Crimp Caps; 13mm crimp cap, Red aluminum",,,,,,,,,,,,,,active
PHEN-Cap-Crimp-20mm-Silver,Cap-Crimp-20mm-Silver,Phenomenex,Crimp Cap 20mm Silver,"Crimp Cap 20mm Silver; Series: Crimp Caps; 20mm crimp cap, Silver aluminum",,,,,,,,,,,,,,active
PHEN-Cap-Crimp-20mm-Gold,Cap-Crimp-20mm-Gold,Phenomenex,Crimp Cap 20mm Gold,"Crimp Cap 20mm Gold; Series: Crimp Caps; 20mm crimp cap, Gold aluminum",,,,,,,,,,,,,,active
PHEN-Cap-Crimp-20mm-Blue,Cap-Crimp-20mm-Blue,Phenomenex,Crimp Cap 20mm Blue,"Crimp Cap 20mm Blue; Series: Crimp Caps; 20mm crimp cap, Blue aluminum",,,,,,,,,,,,,,active
PHEN-Cap-Crimp-20mm-Red,Cap-Crimp-20mm-Red,Phenomenex,Crimp Cap 20mm Red,"Crimp Cap 20mm Red; Series: Crimp Caps; 20mm crimp cap, Red aluminum",,,,,,,,,,,,,,active
PHEN-Insert-Glass-100ul,Insert-Glass-100ul,Phenomenex,Glass Insert 100µL,Glass Insert 100µL; Series: Vial Inserts; 100µL glass insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Polymer-100ul,Insert-Polymer-100ul,Phenomenex,Polymer Insert 100µL,Polymer Insert 100µL; Series: Vial Inserts; 100µL polymer insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-PP-100ul,Insert-PP-100ul,Phenomenex,PP Insert 100µL,PP Insert 100µL; Series: Vial Inserts; 100µL pp insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Glass-150ul,Insert-Glass-150ul,Phenomenex,Glass Insert 150µL,Glass Insert 150µL; Series: Vial Inserts; 150µL glass insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Polymer-150ul,Insert-Polymer-150ul,Phenomenex,Polymer Insert 150µL,Polymer Insert 150µL; Series: Vial Inserts; 150µL polymer insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-PP-150ul,Insert-PP-150ul,Phenomenex,PP Insert 150µL,PP Insert 150µL; Series: Vial Inserts; 150µL pp insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Glass-200ul,Insert-Glass-200ul,Phenomenex,Glass Insert 200µL,Glass Insert 200µL; Series: Vial Inserts; 200µL glass insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Polymer-200ul,Insert-Polymer-200ul,Phenomenex,Polymer Insert 200µL,Polymer Insert 200µL; Series: Vial Inserts; 200µL polymer insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-PP-200ul,Insert-PP-200ul,Phenomenex,PP Insert 200µL,PP Insert 200µL; Series: Vial Inserts; 200µL pp insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Glass-250ul,Insert-Glass-250ul,Phenomenex,Glass Insert 250µL,Glass Insert 250µL; Series: Vial Inserts; 250µL glass insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Polymer-250ul,Insert-Polymer-250ul,Phenomenex,Polymer Insert 250µL,Polymer Insert 250µL; Series: Vial Inserts; 250µL polymer insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-PP-250ul,Insert-PP-250ul,Phenomenex,PP Insert 250µL,PP Insert 250µL; Series: Vial Inserts; 250µL pp insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Glass-300ul,Insert-Glass-300ul,Phenomenex,Glass Insert 300µL,Glass Insert 300µL; Series: Vial Inserts; 300µL glass insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Polymer-300ul,Insert-Polymer-300ul,Phenomenex,Polymer Insert 300µL,Polymer Insert 300µL; Series: Vial Inserts; 300µL polymer insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-PP-300ul,Insert-PP-300ul,Phenomenex,PP Insert 300µL,PP Insert 300µL; Series: Vial Inserts; 300µL pp insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Glass-350ul,Insert-Glass-350ul,Phenomenex,Glass Insert 350µL,Glass Insert 350µL; Series: Vial Inserts; 350µL glass insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-Polymer-350ul,Insert-Polymer-350ul,Phenomenex,Polymer Insert 350µL,Polymer Insert 350µL; Series: Vial Inserts; 350µL polymer insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Insert-PP-350ul,Insert-PP-350ul,Phenomenex,PP Insert 350µL,PP Insert 350µL; Series: Vial Inserts; 350µL pp insert for 2mL vials,,,,,,,,,,,,,,active
PHEN-Septa-8mm-PTFE-Silicone,Septa-8mm-PTFE-Silicone,Phenomenex,Septa 8mm PTFE-Silicone,"Septa 8mm PTFE-Silicone; Series: Septa; 8mm septa, PTFE-Silicone",,,,,,,,,,,,,,active
PHEN-Septa-8mm-PTFE-Red-Rubber,Septa-8mm-PTFE-Red-Rubber,Phenomenex,Septa 8mm PTFE-Red-Rubber,"Septa 8mm PTFE-Red-Rubber; Series: Septa; 8mm septa, PTFE-Red-Rubber",,,,,,,,,,,,,,active
PHEN-Septa-8mm-Silicone-PTFE,Septa-8mm-Silicone-PTFE,Phenomenex,Septa 8mm Silicone-PTFE,"Septa 8mm Silicone-PTFE; Series: Septa; 8mm septa, Silicone-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-8mm-Pre-slit-PTFE,Septa-8mm-Pre-slit-PTFE,Phenomenex,Septa 8mm Pre-slit-PTFE,"Septa 8mm Pre-slit-PTFE; Series: Septa; 8mm septa, Pre-slit-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-9mm-PTFE-Silicone,Septa-9mm-PTFE-Silicone,Phenomenex,Septa 9mm PTFE-Silicone,"Septa 9mm PTFE-Silicone; Series: Septa; 9mm septa, PTFE-Silicone",,,,,,,,,,,,,,active
PHEN-Septa-9mm-PTFE-Red-Rubber,Septa-9mm-PTFE-Red-Rubber,Phenomenex,Septa 9mm PTFE-Red-Rubber,"Septa 9mm PTFE-Red-Rubber; Series: Septa; 9mm septa, PTFE-Red-Rubber",,,,,,,,,,,,,,active
PHEN-Septa-9mm-Silicone-PTFE,Septa-9mm-Silicone-PTFE,Phenomenex,Septa 9mm Silicone-PTFE,"Septa 9mm Silicone-PTFE; Series: Septa; 9mm septa, Silicone-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-9mm-Pre-slit-PTFE,Septa-9mm-Pre-slit-PTFE,Phenomenex,Septa 9mm Pre-slit-PTFE,"Septa 9mm Pre-slit-PTFE; Series: Septa; 9mm septa, Pre-slit-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-11mm-PTFE-Silicone,Septa-11mm-PTFE-Silicone,Phenomenex,Septa 11mm PTFE-Silicone,"Septa 11mm PTFE-Silicone; Series: Septa; 11mm septa, PTFE-Silicone",,,,,,,,,,,,,,active
PHEN-Septa-11mm-PTFE-Red-Rubber,Septa-11mm-PTFE-Red-Rubber,Phenomenex,Septa 11mm PTFE-Red-Rubber,"Septa 11mm PTFE-Red-Rubber; Series: Septa; 11mm septa, PTFE-Red-Rubber",,,,,,,,,,,,,,active
PHEN-Septa-11mm-Silicone-PTFE,Septa-11mm-Silicone-PTFE,Phenomenex,Septa 11mm Silicone-PTFE,"Septa 11mm Silicone-PTFE; Series: Septa; 11mm septa, Silicone-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-11mm-Pre-slit-PTFE,Septa-11mm-Pre-slit-PTFE,Phenomenex,Septa 11mm Pre-slit-PTFE,"Septa 11mm Pre-slit-PTFE; Series: Septa; 11mm septa, Pre-slit-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-13mm-PTFE-Silicone,Septa-13mm-PTFE-Silicone,Phenomenex,Septa 13mm PTFE-Silicone,"Septa 13mm PTFE-Silicone; Series: Septa; 13mm septa, PTFE-Silicone",,,,,,,,,,,,,,active
PHEN-Septa-13mm-PTFE-Red-Rubber,Septa-13mm-PTFE-Red-Rubber,Phenomenex,Septa 13mm PTFE-Red-Rubber,"Septa 13mm PTFE-Red-Rubber; Series: Septa; 13mm septa, PTFE-Red-Rubber",,,,,,,,,,,,,,active
PHEN-Septa-13mm-Silicone-PTFE,Septa-13mm-Silicone-PTFE,Phenomenex,Septa 13mm Silicone-PTFE,"Septa 13mm Silicone-PTFE; Series: Septa; 13mm septa, Silicone-PTFE",,,,,,,,,,,,,,active
PHEN-Septa-13mm-Pre-slit-PTFE,Septa-13mm-Pre-slit-PTFE,Phenomenex,Septa 13mm Pre-slit-PTFE,"Septa 13mm Pre-slit-PTFE; Series: Septa; 13mm septa, Pre-slit-PTFE",,,,,,,,,,,,,,active
WATS-TRV-150ul-9mm,TRV-150ul-9mm,Waters,Total Recovery Vial 150µL 9mm,"150µL total recovery vial, 9mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-150ul-12mm,TRV-150ul-12mm,Waters,Total Recovery Vial 150µL 12mm,"150µL total recovery vial, 12mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-200ul-9mm,TRV-200ul-9mm,Waters,Total Recovery Vial 200µL 9mm,"200µL total recovery vial, 9mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-200ul-12mm,TRV-200ul-12mm,Waters,Total Recovery Vial 200µL 12mm,"200µL total recovery vial, 12mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-250ul-9mm,TRV-250ul-9mm,Waters,Total Recovery Vial 250µL 9mm,"250µL total recovery vial, 9mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-250ul-12mm,TRV-250ul-12mm,Waters,Total Recovery Vial 250µL 12mm,"250µL total recovery vial, 12mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-300ul-9mm,TRV-300ul-9mm,Waters,Total Recovery Vial 300µL 9mm,"300µL total recovery vial, 9mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-300ul-12mm,TRV-300ul-12mm,Waters,Total Recovery Vial 300µL 12mm,"300µL total recovery vial, 12mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-350ul-9mm,TRV-350ul-9mm,Waters,Total Recovery Vial 350µL 9mm,"350µL total recovery vial, 9mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-TRV-350ul-12mm,TRV-350ul-12mm,Waters,Total Recovery Vial 350µL 12mm,"350µL total recovery vial, 12mm, for maximum sample recovery",,,,,,,,,,,,,,active
WATS-Vial-Clear-0.3ml-9mm-Waters,Vial-Clear-0.3ml-9mm-Waters,Waters,Waters Clear Glass Vial 0.3mL 9mm,"0.3mL clear glass vial, 9mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-1.0ml-9mm-Waters,Vial-Clear-1.0ml-9mm-Waters,Waters,Waters Clear Glass Vial 1.0mL 9mm,"1.0mL clear glass vial, 9mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-1.0ml-11mm-Waters,Vial-Clear-1.0ml-11mm-Waters,Waters,Waters Clear Glass Vial 1.0mL 11mm,"1.0mL clear glass vial, 11mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-1.0ml-12mm-Waters,Vial-Clear-1.0ml-12mm-Waters,Waters,Waters Clear Glass Vial 1.0mL 12mm,"1.0mL clear glass vial, 12mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-1.5ml-9mm-Waters,Vial-Clear-1.5ml-9mm-Waters,Waters,Waters Clear Glass Vial 1.5mL 9mm,"1.5mL clear glass vial, 9mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-1.5ml-11mm-Waters,Vial-Clear-1.5ml-11mm-Waters,Waters,Waters Clear Glass Vial 1.5mL 11mm,"1.5mL clear glass vial, 11mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-1.5ml-12mm-Waters,Vial-Clear-1.5ml-12mm-Waters,Waters,Waters Clear Glass Vial 1.5mL 12mm,"1.5mL clear glass vial, 12mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-2.0ml-9mm-Waters,Vial-Clear-2.0ml-9mm-Waters,Waters,Waters Clear Glass Vial 2.0mL 9mm,"2.0mL clear glass vial, 9mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-2.0ml-11mm-Waters,Vial-Clear-2.0ml-11mm-Waters,Waters,Waters Clear Glass Vial 2.0mL 11mm,"2.0mL clear glass vial, 11mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-2.0ml-12mm-Waters,Vial-Clear-2.0ml-12mm-Waters,Waters,Waters Clear Glass Vial 2.0mL 12mm,"2.0mL clear glass vial, 12mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-2.0ml-13mm-Waters,Vial-Clear-2.0ml-13mm-Waters,Waters,Waters Clear Glass Vial 2.0mL 13mm,"2.0mL clear glass vial, 13mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Clear-4.0ml-13mm-Waters,Vial-Clear-4.0ml-13mm-Waters,Waters,Waters Clear Glass Vial 4.0mL 13mm,"4.0mL clear glass vial, 13mm, certified for Waters systems",,,,,,,,,,,,,,active
WATS-Vial-Amber-1.0ml-9mm-Waters,Vial-Amber-1.0ml-9mm-Waters,Waters,Waters Amber Glass Vial 1.0mL 9mm,"1.0mL amber glass vial, 9mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-1.0ml-11mm-Waters,Vial-Amber-1.0ml-11mm-Waters,Waters,Waters Amber Glass Vial 1.0mL 11mm,"1.0mL amber glass vial, 11mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-1.0ml-12mm-Waters,Vial-Amber-1.0ml-12mm-Waters,Waters,Waters Amber Glass Vial 1.0mL 12mm,"1.0mL amber glass vial, 12mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-1.5ml-9mm-Waters,Vial-Amber-1.5ml-9mm-Waters,Waters,Waters Amber Glass Vial 1.5mL 9mm,"1.5mL amber glass vial, 9mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-1.5ml-11mm-Waters,Vial-Amber-1.5ml-11mm-Waters,Waters,Waters Amber Glass Vial 1.5mL 11mm,"1.5mL amber glass vial, 11mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-1.5ml-12mm-Waters,Vial-Amber-1.5ml-12mm-Waters,Waters,Waters Amber Glass Vial 1.5mL 12mm,"1.5mL amber glass vial, 12mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-2.0ml-9mm-Waters,Vial-Amber-2.0ml-9mm-Waters,Waters,Waters Amber Glass Vial 2.0mL 9mm,"2.0mL amber glass vial, 9mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-2.0ml-11mm-Waters,Vial-Amber-2.0ml-11mm-Waters,Waters,Waters Amber Glass Vial 2.0mL 11mm,"2.0mL amber glass vial, 11mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Vial-Amber-2.0ml-12mm-Waters,Vial-Amber-2.0ml-12mm-Waters,Waters,Waters Amber Glass Vial 2.0mL 12mm,"2.0mL amber glass vial, 12mm, light-sensitive samples",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Blue-PTFE-Silicone-Waters,Cap-Screw-9mm-Blue-PTFE-Silicone-Waters,Waters,Waters Screw Cap 9mm Blue PTFE-Silicone,"9mm screw cap, Blue, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Blue-PTFE-Red-Rubber-Waters,Cap-Screw-9mm-Blue-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 9mm Blue PTFE-Red-Rubber,"9mm screw cap, Blue, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Blue-Silicone-White-Waters,Cap-Screw-9mm-Blue-Silicone-White-Waters,Waters,Waters Screw Cap 9mm Blue Silicone-White,"9mm screw cap, Blue, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Red-PTFE-Silicone-Waters,Cap-Screw-9mm-Red-PTFE-Silicone-Waters,Waters,Waters Screw Cap 9mm Red PTFE-Silicone,"9mm screw cap, Red, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Red-PTFE-Red-Rubber-Waters,Cap-Screw-9mm-Red-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 9mm Red PTFE-Red-Rubber,"9mm screw cap, Red, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Red-Silicone-White-Waters,Cap-Screw-9mm-Red-Silicone-White-Waters,Waters,Waters Screw Cap 9mm Red Silicone-White,"9mm screw cap, Red, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Green-PTFE-Silicone-Waters,Cap-Screw-9mm-Green-PTFE-Silicone-Waters,Waters,Waters Screw Cap 9mm Green PTFE-Silicone,"9mm screw cap, Green, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Green-PTFE-Red-Rubber-Waters,Cap-Screw-9mm-Green-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 9mm Green PTFE-Red-Rubber,"9mm screw cap, Green, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Green-Silicone-White-Waters,Cap-Screw-9mm-Green-Silicone-White-Waters,Waters,Waters Screw Cap 9mm Green Silicone-White,"9mm screw cap, Green, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Black-PTFE-Silicone-Waters,Cap-Screw-9mm-Black-PTFE-Silicone-Waters,Waters,Waters Screw Cap 9mm Black PTFE-Silicone,"9mm screw cap, Black, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Black-PTFE-Red-Rubber-Waters,Cap-Screw-9mm-Black-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 9mm Black PTFE-Red-Rubber,"9mm screw cap, Black, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Black-Silicone-White-Waters,Cap-Screw-9mm-Black-Silicone-White-Waters,Waters,Waters Screw Cap 9mm Black Silicone-White,"9mm screw cap, Black, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-White-PTFE-Silicone-Waters,Cap-Screw-9mm-White-PTFE-Silicone-Waters,Waters,Waters Screw Cap 9mm White PTFE-Silicone,"9mm screw cap, White, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-White-PTFE-Red-Rubber-Waters,Cap-Screw-9mm-White-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 9mm White PTFE-Red-Rubber,"9mm screw cap, White, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-White-Silicone-White-Waters,Cap-Screw-9mm-White-Silicone-White-Waters,Waters,Waters Screw Cap 9mm White Silicone-White,"9mm screw cap, White, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Natural-PTFE-Silicone-Waters,Cap-Screw-9mm-Natural-PTFE-Silicone-Waters,Waters,Waters Screw Cap 9mm Natural PTFE-Silicone,"9mm screw cap, Natural, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Natural-PTFE-Red-Rubber-Waters,Cap-Screw-9mm-Natural-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 9mm Natural PTFE-Red-Rubber,"9mm screw cap, Natural, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-9mm-Natural-Silicone-White-Waters,Cap-Screw-9mm-Natural-Silicone-White-Waters,Waters,Waters Screw Cap 9mm Natural Silicone-White,"9mm screw cap, Natural, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Blue-PTFE-Silicone-Waters,Cap-Screw-11mm-Blue-PTFE-Silicone-Waters,Waters,Waters Screw Cap 11mm Blue PTFE-Silicone,"11mm screw cap, Blue, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Blue-PTFE-Red-Rubber-Waters,Cap-Screw-11mm-Blue-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 11mm Blue PTFE-Red-Rubber,"11mm screw cap, Blue, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Blue-Silicone-White-Waters,Cap-Screw-11mm-Blue-Silicone-White-Waters,Waters,Waters Screw Cap 11mm Blue Silicone-White,"11mm screw cap, Blue, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Red-PTFE-Silicone-Waters,Cap-Screw-11mm-Red-PTFE-Silicone-Waters,Waters,Waters Screw Cap 11mm Red PTFE-Silicone,"11mm screw cap, Red, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Red-PTFE-Red-Rubber-Waters,Cap-Screw-11mm-Red-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 11mm Red PTFE-Red-Rubber,"11mm screw cap, Red, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Red-Silicone-White-Waters,Cap-Screw-11mm-Red-Silicone-White-Waters,Waters,Waters Screw Cap 11mm Red Silicone-White,"11mm screw cap, Red, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Green-PTFE-Silicone-Waters,Cap-Screw-11mm-Green-PTFE-Silicone-Waters,Waters,Waters Screw Cap 11mm Green PTFE-Silicone,"11mm screw cap, Green, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Green-PTFE-Red-Rubber-Waters,Cap-Screw-11mm-Green-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 11mm Green PTFE-Red-Rubber,"11mm screw cap, Green, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Green-Silicone-White-Waters,Cap-Screw-11mm-Green-Silicone-White-Waters,Waters,Waters Screw Cap 11mm Green Silicone-White,"11mm screw cap, Green, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Black-PTFE-Silicone-Waters,Cap-Screw-11mm-Black-PTFE-Silicone-Waters,Waters,Waters Screw Cap 11mm Black PTFE-Silicone,"11mm screw cap, Black, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Black-PTFE-Red-Rubber-Waters,Cap-Screw-11mm-Black-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 11mm Black PTFE-Red-Rubber,"11mm screw cap, Black, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Black-Silicone-White-Waters,Cap-Screw-11mm-Black-Silicone-White-Waters,Waters,Waters Screw Cap 11mm Black Silicone-White,"11mm screw cap, Black, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-White-PTFE-Silicone-Waters,Cap-Screw-11mm-White-PTFE-Silicone-Waters,Waters,Waters Screw Cap 11mm White PTFE-Silicone,"11mm screw cap, White, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-White-PTFE-Red-Rubber-Waters,Cap-Screw-11mm-White-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 11mm White PTFE-Red-Rubber,"11mm screw cap, White, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-White-Silicone-White-Waters,Cap-Screw-11mm-White-Silicone-White-Waters,Waters,Waters Screw Cap 11mm White Silicone-White,"11mm screw cap, White, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Natural-PTFE-Silicone-Waters,Cap-Screw-11mm-Natural-PTFE-Silicone-Waters,Waters,Waters Screw Cap 11mm Natural PTFE-Silicone,"11mm screw cap, Natural, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Natural-PTFE-Red-Rubber-Waters,Cap-Screw-11mm-Natural-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 11mm Natural PTFE-Red-Rubber,"11mm screw cap, Natural, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-11mm-Natural-Silicone-White-Waters,Cap-Screw-11mm-Natural-Silicone-White-Waters,Waters,Waters Screw Cap 11mm Natural Silicone-White,"11mm screw cap, Natural, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Blue-PTFE-Silicone-Waters,Cap-Screw-12mm-Blue-PTFE-Silicone-Waters,Waters,Waters Screw Cap 12mm Blue PTFE-Silicone,"12mm screw cap, Blue, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Blue-PTFE-Red-Rubber-Waters,Cap-Screw-12mm-Blue-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 12mm Blue PTFE-Red-Rubber,"12mm screw cap, Blue, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Blue-Silicone-White-Waters,Cap-Screw-12mm-Blue-Silicone-White-Waters,Waters,Waters Screw Cap 12mm Blue Silicone-White,"12mm screw cap, Blue, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Red-PTFE-Silicone-Waters,Cap-Screw-12mm-Red-PTFE-Silicone-Waters,Waters,Waters Screw Cap 12mm Red PTFE-Silicone,"12mm screw cap, Red, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Red-PTFE-Red-Rubber-Waters,Cap-Screw-12mm-Red-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 12mm Red PTFE-Red-Rubber,"12mm screw cap, Red, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Red-Silicone-White-Waters,Cap-Screw-12mm-Red-Silicone-White-Waters,Waters,Waters Screw Cap 12mm Red Silicone-White,"12mm screw cap, Red, Silicone-White septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Green-PTFE-Silicone-Waters,Cap-Screw-12mm-Green-PTFE-Silicone-Waters,Waters,Waters Screw Cap 12mm Green PTFE-Silicone,"12mm screw cap, Green, PTFE-Silicone septa",,,,,,,,,,,,,,active
WATS-Cap-Screw-12mm-Green-PTFE-Red-Rubber-Waters,Cap-Screw-12mm-Green-PTFE-Red-Rubber-Waters,Waters,Waters Screw Cap 12mm Green PTFE-Red-Rubber,"12mm screw cap, Green, PTFE-Red-Rubber septa",,,,,,,,,,,,,,active
