productId,partNumber,brand,name,description,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,maxPressure,maxTemperature,usp,imageUrl,catalogUrl,status
PHEN-Kinetex-C8-2.6um-50x2.1,Kinetex-C8-2.6um-50x2.1,Phenomenex,Kinetex 2.6 µm C8 100 Å,"Kinetex 2.6 µm C8 100 Å; Series: Kinetex C8 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",2.6,100,50,2.1,C8,1,12,1-12,600 bar,,L7,,,active
PHEN-Kinetex-C8-2.6um-50x4.6,Kinetex-C8-2.6um-50x4.6,Phenomenex,Kinetex 2.6 µm C8 100 Å,"Kinetex 2.6 µm C8 100 Å; Series: Kinetex C8 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",2.6,100,50,4.6,C8,1,12,1-12,600 bar,,L7,,,active
PHEN-Kinetex-C8-2.6um-100x2.1,Kinetex-C8-2.6um-100x2.1,Phenomenex,Kinetex 2.6 µm C8 100 Å,"Kinetex 2.6 µm C8 100 Å; Series: Kinetex C8 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",2.6,100,100,2.1,C8,1,12,1-12,600 bar,,L7,,,active
PHEN-Kinetex-C8-2.6um-100x4.6,Kinetex-C8-2.6um-100x4.6,Phenomenex,Kinetex 2.6 µm C8 100 Å,"Kinetex 2.6 µm C8 100 Å; Series: Kinetex C8 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",2.6,100,100,4.6,C8,1,12,1-12,600 bar,,L7,,,active
PHEN-Kinetex-C8-2.6um-150x2.1,Kinetex-C8-2.6um-150x2.1,Phenomenex,Kinetex 2.6 µm C8 100 Å,"Kinetex 2.6 µm C8 100 Å; Series: Kinetex C8 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",2.6,100,150,2.1,C8,1,12,1-12,600 bar,,L7,,,active
PHEN-Kinetex-C8-2.6um-150x4.6,Kinetex-C8-2.6um-150x4.6,Phenomenex,Kinetex 2.6 µm C8 100 Å,"Kinetex 2.6 µm C8 100 Å; Series: Kinetex C8 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",2.6,100,150,4.6,C8,1,12,1-12,600 bar,,L7,,,active
PHEN-Kinetex-C8-5um-50x2.1,Kinetex-C8-5um-50x2.1,Phenomenex,Kinetex 5 µm C8 100 Å,"Kinetex 5 µm C8 100 Å; Series: Kinetex C8 5 µm; Specifications: Particle Size: 5 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",5,100,50,2.1,C8,1,12,1-12,400 bar,,L7,,,active
PHEN-Kinetex-C8-5um-50x4.6,Kinetex-C8-5um-50x4.6,Phenomenex,Kinetex 5 µm C8 100 Å,"Kinetex 5 µm C8 100 Å; Series: Kinetex C8 5 µm; Specifications: Particle Size: 5 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",5,100,50,4.6,C8,1,12,1-12,400 bar,,L7,,,active
PHEN-Kinetex-C8-5um-100x2.1,Kinetex-C8-5um-100x2.1,Phenomenex,Kinetex 5 µm C8 100 Å,"Kinetex 5 µm C8 100 Å; Series: Kinetex C8 5 µm; Specifications: Particle Size: 5 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",5,100,100,2.1,C8,1,12,1-12,400 bar,,L7,,,active
PHEN-Kinetex-C8-5um-100x4.6,Kinetex-C8-5um-100x4.6,Phenomenex,Kinetex 5 µm C8 100 Å,"Kinetex 5 µm C8 100 Å; Series: Kinetex C8 5 µm; Specifications: Particle Size: 5 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",5,100,100,4.6,C8,1,12,1-12,400 bar,,L7,,,active
PHEN-Kinetex-C8-5um-150x2.1,Kinetex-C8-5um-150x2.1,Phenomenex,Kinetex 5 µm C8 100 Å,"Kinetex 5 µm C8 100 Å; Series: Kinetex C8 5 µm; Specifications: Particle Size: 5 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",5,100,150,2.1,C8,1,12,1-12,400 bar,,L7,,,active
PHEN-Kinetex-C8-5um-150x4.6,Kinetex-C8-5um-150x4.6,Phenomenex,Kinetex 5 µm C8 100 Å,"Kinetex 5 µm C8 100 Å; Series: Kinetex C8 5 µm; Specifications: Particle Size: 5 µm, Phase Type: C8, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",5,100,150,4.6,C8,1,12,1-12,400 bar,,L7,,,active
PHEN-Luna-Phenyl-3um-50x2.1,Luna-Phenyl-3um-50x2.1,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",3,100,50,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-50x3.0,Luna-Phenyl-3um-50x3.0,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 3.0 mm",3,100,50,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-50x4.6,Luna-Phenyl-3um-50x4.6,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",3,100,50,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-100x2.1,Luna-Phenyl-3um-100x2.1,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",3,100,100,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-100x3.0,Luna-Phenyl-3um-100x3.0,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 3.0 mm",3,100,100,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-100x4.6,Luna-Phenyl-3um-100x4.6,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",3,100,100,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-150x2.1,Luna-Phenyl-3um-150x2.1,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",3,100,150,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-150x3.0,Luna-Phenyl-3um-150x3.0,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 3.0 mm",3,100,150,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-150x4.6,Luna-Phenyl-3um-150x4.6,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",3,100,150,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-250x2.1,Luna-Phenyl-3um-250x2.1,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 2.1 mm",3,100,250,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-250x3.0,Luna-Phenyl-3um-250x3.0,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 3.0 mm",3,100,250,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-3um-250x4.6,Luna-Phenyl-3um-250x4.6,Phenomenex,Luna 3 µm Phenyl-Hexyl 100 Å,"Luna 3 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 3 µm; Specifications: Particle Size: 3 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 4.6 mm",3,100,250,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-50x2.1,Luna-Phenyl-5um-50x2.1,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",5,100,50,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-50x3.0,Luna-Phenyl-5um-50x3.0,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 3.0 mm",5,100,50,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-50x4.6,Luna-Phenyl-5um-50x4.6,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",5,100,50,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-100x2.1,Luna-Phenyl-5um-100x2.1,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",5,100,100,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-100x3.0,Luna-Phenyl-5um-100x3.0,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 3.0 mm",5,100,100,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-100x4.6,Luna-Phenyl-5um-100x4.6,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",5,100,100,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-150x2.1,Luna-Phenyl-5um-150x2.1,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",5,100,150,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-150x3.0,Luna-Phenyl-5um-150x3.0,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 3.0 mm",5,100,150,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-150x4.6,Luna-Phenyl-5um-150x4.6,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",5,100,150,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-250x2.1,Luna-Phenyl-5um-250x2.1,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 2.1 mm",5,100,250,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-250x3.0,Luna-Phenyl-5um-250x3.0,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 3.0 mm",5,100,250,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-5um-250x4.6,Luna-Phenyl-5um-250x4.6,Phenomenex,Luna 5 µm Phenyl-Hexyl 100 Å,"Luna 5 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 4.6 mm",5,100,250,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-50x2.1,Luna-Phenyl-10um-50x2.1,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",10,100,50,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-50x3.0,Luna-Phenyl-10um-50x3.0,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 3.0 mm",10,100,50,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-50x4.6,Luna-Phenyl-10um-50x4.6,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",10,100,50,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-100x2.1,Luna-Phenyl-10um-100x2.1,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",10,100,100,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-100x3.0,Luna-Phenyl-10um-100x3.0,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 3.0 mm",10,100,100,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-100x4.6,Luna-Phenyl-10um-100x4.6,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",10,100,100,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-150x2.1,Luna-Phenyl-10um-150x2.1,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",10,100,150,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-150x3.0,Luna-Phenyl-10um-150x3.0,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 3.0 mm",10,100,150,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-150x4.6,Luna-Phenyl-10um-150x4.6,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",10,100,150,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-250x2.1,Luna-Phenyl-10um-250x2.1,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 2.1 mm",10,100,250,2.1,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-250x3.0,Luna-Phenyl-10um-250x3.0,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 3.0 mm",10,100,250,3.0,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Luna-Phenyl-10um-250x4.6,Luna-Phenyl-10um-250x4.6,Phenomenex,Luna 10 µm Phenyl-Hexyl 100 Å,"Luna 10 µm Phenyl-Hexyl 100 Å; Series: Luna Phenyl-Hexyl 10 µm; Specifications: Particle Size: 10 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 250 x 4.6 mm",10,100,250,4.6,Phenyl-Hexyl,2,9,2-9,400 bar,,L11,,,active
PHEN-Kinetex-Phenyl-2.6um-50x2.1,Kinetex-Phenyl-2.6um-50x2.1,Phenomenex,Kinetex 2.6 µm Phenyl-Hexyl 100 Å,"Kinetex 2.6 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",2.6,100,50,2.1,Phenyl-Hexyl,1,12,1-12,600 bar,,L11,,,active
PHEN-Kinetex-Phenyl-2.6um-50x4.6,Kinetex-Phenyl-2.6um-50x4.6,Phenomenex,Kinetex 2.6 µm Phenyl-Hexyl 100 Å,"Kinetex 2.6 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",2.6,100,50,4.6,Phenyl-Hexyl,1,12,1-12,600 bar,,L11,,,active
PHEN-Kinetex-Phenyl-2.6um-100x2.1,Kinetex-Phenyl-2.6um-100x2.1,Phenomenex,Kinetex 2.6 µm Phenyl-Hexyl 100 Å,"Kinetex 2.6 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",2.6,100,100,2.1,Phenyl-Hexyl,1,12,1-12,600 bar,,L11,,,active
PHEN-Kinetex-Phenyl-2.6um-100x4.6,Kinetex-Phenyl-2.6um-100x4.6,Phenomenex,Kinetex 2.6 µm Phenyl-Hexyl 100 Å,"Kinetex 2.6 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",2.6,100,100,4.6,Phenyl-Hexyl,1,12,1-12,600 bar,,L11,,,active
PHEN-Kinetex-Phenyl-2.6um-150x2.1,Kinetex-Phenyl-2.6um-150x2.1,Phenomenex,Kinetex 2.6 µm Phenyl-Hexyl 100 Å,"Kinetex 2.6 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",2.6,100,150,2.1,Phenyl-Hexyl,1,12,1-12,600 bar,,L11,,,active
PHEN-Kinetex-Phenyl-2.6um-150x4.6,Kinetex-Phenyl-2.6um-150x4.6,Phenomenex,Kinetex 2.6 µm Phenyl-Hexyl 100 Å,"Kinetex 2.6 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 2.6 µm; Specifications: Particle Size: 2.6 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",2.6,100,150,4.6,Phenyl-Hexyl,1,12,1-12,600 bar,,L11,,,active
PHEN-Kinetex-Phenyl-5um-50x2.1,Kinetex-Phenyl-5um-50x2.1,Phenomenex,Kinetex 5 µm Phenyl-Hexyl 100 Å,"Kinetex 5 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 2.1 mm",5,100,50,2.1,Phenyl-Hexyl,1,12,1-12,400 bar,,L11,,,active
PHEN-Kinetex-Phenyl-5um-50x4.6,Kinetex-Phenyl-5um-50x4.6,Phenomenex,Kinetex 5 µm Phenyl-Hexyl 100 Å,"Kinetex 5 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 50 x 4.6 mm",5,100,50,4.6,Phenyl-Hexyl,1,12,1-12,400 bar,,L11,,,active
PHEN-Kinetex-Phenyl-5um-100x2.1,Kinetex-Phenyl-5um-100x2.1,Phenomenex,Kinetex 5 µm Phenyl-Hexyl 100 Å,"Kinetex 5 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 2.1 mm",5,100,100,2.1,Phenyl-Hexyl,1,12,1-12,400 bar,,L11,,,active
PHEN-Kinetex-Phenyl-5um-100x4.6,Kinetex-Phenyl-5um-100x4.6,Phenomenex,Kinetex 5 µm Phenyl-Hexyl 100 Å,"Kinetex 5 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 100 x 4.6 mm",5,100,100,4.6,Phenyl-Hexyl,1,12,1-12,400 bar,,L11,,,active
PHEN-Kinetex-Phenyl-5um-150x2.1,Kinetex-Phenyl-5um-150x2.1,Phenomenex,Kinetex 5 µm Phenyl-Hexyl 100 Å,"Kinetex 5 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 2.1 mm",5,100,150,2.1,Phenyl-Hexyl,1,12,1-12,400 bar,,L11,,,active
PHEN-Kinetex-Phenyl-5um-150x4.6,Kinetex-Phenyl-5um-150x4.6,Phenomenex,Kinetex 5 µm Phenyl-Hexyl 100 Å,"Kinetex 5 µm Phenyl-Hexyl 100 Å; Series: Kinetex Phenyl-Hexyl 5 µm; Specifications: Particle Size: 5 µm, Phase Type: Phenyl-Hexyl, Pore Size: 100Å, Dimensions: 150 x 4.6 mm",5,100,150,4.6,Phenyl-Hexyl,1,12,1-12,400 bar,,L11,,,active
PHEN-Luna-HILIC-3um-50x2.1,Luna-HILIC-3um-50x2.1,Phenomenex,Luna 3 µm HILIC 200 Å,"Luna 3 µm HILIC 200 Å; Series: Luna HILIC 3 µm; Specifications: Particle Size: 3 µm, Phase Type: HILIC, Pore Size: 200Å, Dimensions: 50 x 2.1 mm",3,200,50,2.1,HILIC,2,9,2-9,400 bar,,,,,active
