productId,partNumber,brand,name,description,descriptionQuality,specifications,imageUrl,catalogUrl,technicalDocUrl,crawlStatus,failureReason
AGIL-125-101K,125-101K,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53mm, 0.25 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-320/340 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-101K/125-101K,,success,
AGIL-125-10B5,125-10B5,Agilent,"J&W DB-1 GC Column, 105 m, 0","J&W DB-1 GC Column, 105 m, 0.53 mm, 5.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""105 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-10B5/125-10B5,,success,
AGIL-125-10H5,125-10H5,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.53 mm, 5.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-10H5/125-10H5,,success,
AGIL-125-10HB,125-10HB,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.53 mm, 2.65 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""2.65 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-320/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-10HB/125-10HB,,success,
AGIL-125-10HBE,125-10HBE,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.53 mm, 2.65 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""2.65 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-10HBE/125-10HBE,,success,
AGIL-126-1012,126-1012,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.05 mm, 0.05 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.05 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.05 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-126-1012/126-1012,,success,
AGIL-126-1013,126-1013,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.05 mm, 0.20 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.2 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.05 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-126-1013/126-1013,,success,
AGIL-127-1012,127-1012,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.10 mm, 0.10 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Effective Length (cm)"": ""0 cm"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""Total Length (cm)"": ""10 cm"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1012/127-1012,,success,
AGIL-127-1012E,127-1012E,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.10 mm, 0.10 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1012E/127-1012E,,success,
AGIL-127-1013,127-1013,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.10 mm, 0.40 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.4 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1013/127-1013,,success,
AGIL-127-1013E,127-1013E,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.10 mm, 0.40 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.4 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1013E/127-1013E,,success,
AGIL-127-1013LTM,127-1013LTM,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.10 mm, 0.40 µm, LTM column module. This format is only compatible with Agilent Low Thermal Mass Series Rapid Heating/Cooling (LTM) Systems.",medium,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.4 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1013LTM/127-1013LTM,,success,
AGIL-127-1022,127-1022,Agilent,"J&W DB-1 GC Column, 20 m, 0","J&W DB-1 GC Column, 20 m, 0.10 mm, 0.10 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""20 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1022/127-1022,,success,
AGIL-127-1022E,127-1022E,Agilent,"J&W DB-1 GC Column, 20 m, 0","J&W DB-1 GC Column, 20 m, 0.10 mm, 0.10 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""20 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-127-1022E/127-1022E,,success,
AGIL-128-1012,128-1012,Agilent,"J&W DB-1 GC Column, 12 m, 0","J&W DB-1 GC Column, 12 m, 0.20 mm, 0.33 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.33 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.2 mm"", ""Length"": ""12 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-128-1012/128-1012,,success,
AGIL-12A-1015,12A-1015,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.15 mm, 1.20 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.2 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.15 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-12A-1015/12A-1015,,success,
AGIL-585050-902,585050-902,Agilent,,,none,{},,https://www.agilent.com/store/en_US/Prod-585050-902/585050-902,,failed,page_load_failed
AGIL-585100-902,585100-902,Agilent,585100-902,"InfinityLab Reversed Phase Prep
Part Number:585100-902
InfinityLab ZORBAX SB-C18, Column 21.2 x 100 mm, 5 µm.",medium,"{""Brand"": ""ZORBAX"", ""Carbon Load"": ""10 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-585100-902/585100-902,,success,
AGIL-595250-902,595250-902,Agilent,"InfinityLab ZORBAX Eclipse Plus C18 Preparative HPLC Column, 21","InfinityLab ZORBAX Eclipse Plus C18 Preparative HPLC Column, 21.2 x 250 mm, 5 µm. Optimized for pH 2.0-9.0 to deliver robust, versatile chromatographic separations. Designed for general purpose applications to ensure consistent, high-quality results.",high,"{""Brand"": ""ZORBAX"", ""Carbon Load"": ""9 %"", ""Endcapped"": ""Double"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""40 °C at pH 6-960 °C at pH 2-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Eclipse Plus C18"", ""Pore Size"": ""95 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""2-9""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-595250-902/595250-902,,success,
AGIL-670150-902,670150-902,Agilent,670150-902,"InfinityLab Reversed Phase Prep
Part Number:670150-902
Agilent InfinityLab Poroshell 120 SB-C18 Column, 21.2 x 150 mm, 4 µm.",medium,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""4 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-670150-902/670150-902,,success,
AGIL-681975-908,681975-908,Agilent,681975-908,"Home
Order Center
681975-908
AdvanceBio HIC HPLC Columns
Part Number:681975-908
AdvanceBio HIC, 4.6 x 30 mm, 3.",medium,"{""Brand"": ""AdvanceBio HIC"", ""Hardware"": ""SS"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""Stainless Steel"", ""Length"": ""30 mm"", ""Maximum Temperature"": ""60 °C"", ""Particle Size"": ""3.5 µm"", ""Particle Type"": ""Fully Porous"", ""Pore Size"": ""450 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Hydrophobic Interaction (HIC)"", ""Shipping Solvent"": ""Acetonitrile"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-681975-908/681975-908,,success,
AGIL-685975-302,685975-302,Agilent,685975-302,"InfinityLab Poroshell 120
Part Number:685975-302
InfinityLab Poroshell 120 SB-C18, 3.0 x 100 mm, 2.",low,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3.0 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-685975-302/685975-302,,success,
AGIL-685975-906,685975-906,Agilent,685975-906,"SGD
ADD TO CART
InfinityLab Poroshell 120 EC-C18 HPLC Column, 4.6 x 100 mm, 2.",low,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""4.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""SB-C8"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-685975-906/685975-906,,success,
AGIL-690970-408,690970-408,Agilent,690970-408,"SGD
ADD TO CART
ZORBAX StableBond Aq HPLC Column, 4.6 x 250 mm, 5 µm, 400 bar
880975-914
List Price:1,360.",medium,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""5.1 %"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""4 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""PFP"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-9""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-690970-408/690970-408,,success,
AGIL-691775-742,691775-742,Agilent,691775-742,"InfinityLab Poroshell 120
Part Number:691775-742
InfinityLab Poroshell 120 Aq-C18 2.1 x 30 mm, 2.",low,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""30 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-691775-742/691775-742,,success,
AGIL-693675-742,693675-742,Agilent,693675-742,"InfinityLab Poroshell 120
Part Number:693675-742
InfinityLab Poroshell 120 Aq-C18 3.0 x 150 mm, 2.",low,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3.0 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""1000 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-693675-742/693675-742,,success,
AGIL-693768-901,693768-901,Agilent,693768-901,"InfinityLab Poroshell 120
Part Number:693768-901
InfinityLab Poroshell 120 Bonus-RP, 2.1 x 150 mm, 2.",medium,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""Triple"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Bonus-RP"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-9""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-693768-901/693768-901,,success,
AGIL-693768-901K,693768-901K,Agilent,693768-901K,"InfinityLab Poroshell 120
Part Number:693768-901K
InfinityLab Poroshell 120 Bonus-RP, 2.1 x 150 mm, 2.",medium,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""Triple"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Bonus-RP"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-9""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-693768-901K/693768-901K,,success,
AGIL-693768-901T,693768-901T,Agilent,693768-901T,"InfinityLab Poroshell 120
Part Number:693768-901T
InfinityLab Poroshell 120 Bonus-RP, 2.1 x 150 mm, 2.",medium,"{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""Triple"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Bonus-RP"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""USP Designation"": ""L60"", ""pH Range"": ""2-9""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-693768-901T/693768-901T,,success,
AGIL-693775-742,693775-742,Agilent,693775-742,"InfinityLab Poroshell 120
Part Number:693775-742
InfinityLab Poroshell 120 Aq-C18 2.1 x 150 mm, 2.",low,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""1000 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-693775-742/693775-742,,success,
