productId,partNumber,name,brand,productType,particleSize,poreSize,columnLength,innerDiameter,phaseType,phRange,status
DAIC-83394,83394,CHIRALPAK® IC Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-83395,83395,CHIRALPAK® IC Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-84311,84311,CHIRALPAK® ID Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-84324,84324,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-84325,84325,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-84337,84337,CHIRALPAK® ID Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-84335,84335,CHIRALPAK® ID Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-84345,84345,CHIRALPAK® ID Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-84394,84394,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-84395,84395,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-85311,85311,CHIRALPAK® IE Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-85324,85324,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-85325,85325,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-85337,85337,CHIRALPAK® IE Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-85335,85335,CHIRALPAK® IE Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-85345,85345,CHIRALPAK® IE Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-85394,85394,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-85395,85395,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-86311,86311,CHIRALPAK® IF Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-86324,86324,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-86325,86325,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-86337,86337,CHIRALPAK® IF Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-86335,86335,CHIRALPAK® IF Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-86345,86345,CHIRALPAK® IF Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-86394,86394,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-86395,86395,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-87311,87311,CHIRALPAK® IG Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-87324,87324,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-87325,87325,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-87337,87337,CHIRALPAK® IG Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-87335,87335,CHIRALPAK® IG Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-87345,87345,CHIRALPAK® IG Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-87394,87394,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-87395,87395,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-89311,89311,CHIRALPAK® IH Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-89324,89324,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-89325,89325,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-89337,89337,CHIRALPAK® IH Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-89335,89335,CHIRALPAK® IH Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-89345,89345,CHIRALPAK® IH Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-89394,89394,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-89395,89395,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-90311,90311,CHIRALPAK® IJ Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-90324,90324,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-90325,90325,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-90337,90337,CHIRALPAK® IJ Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-90335,90335,CHIRALPAK® IJ Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-90345,90345,CHIRALPAK® IJ Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-90394,90394,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-90395,90395,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-91311,91311,CHIRALPAK® IK Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-91324,91324,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-91325,91325,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-91337,91337,CHIRALPAK® IK Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-91335,91335,CHIRALPAK® IK Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-91345,91345,CHIRALPAK® IK Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-91394,91394,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-91395,91395,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-92311,92311,CHIRALPAK® IM Guard cartridge ( ×3 ),Daicel,HPLC Column,5.0,,10.0,4.0,Immobilized Chiral,,active
DAIC-92324,92324,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5.0,,150.0,4.6,Immobilized Chiral,,active
DAIC-92325,92325,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5.0,,250.0,4.6,Immobilized Chiral,,active
DAIC-92337,92337,CHIRALPAK® IM Guard column for semi-prep,Daicel,HPLC Column,5.0,,20.0,10.0,Immobilized Chiral,,active
DAIC-92335,92335,CHIRALPAK® IM Semi-prep,Daicel,HPLC Column,5.0,,250.0,10.0,Immobilized Chiral,,active
DAIC-92345,92345,CHIRALPAK® IM Semi-prep,Daicel,HPLC Column,5.0,,250.0,20.0,Immobilized Chiral,,active
DAIC-92394,92394,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5.0,,150.0,2.1,Immobilized Chiral,,active
DAIC-92395,92395,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5.0,,250.0,2.1,Immobilized Chiral,,active
DAIC-80253,80253,CHIRALPAK® IA Guard column for preparative,Daicel,HPLC Column,20.0,,100.0,50.0,Immobilized Chiral,,active
DAIC-80256,80256,CHIRALPAK® IA Preparative column,Daicel,HPLC Column,20.0,,500.0,50.0,Immobilized Chiral,,active
DAIC-83253,83253,CHIRALPAK® IC Guard column for preparative,Daicel,HPLC Column,20.0,,100.0,50.0,Immobilized Chiral,,active
DAIC-83256,83256,CHIRALPAK® IC Preparative column,Daicel,HPLC Column,20.0,,500.0,50.0,Immobilized Chiral,,active
DEVE-301-I20035W,301-I20035W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6,,35.0,2.0,C18,,active
DEVE-301-I20050W,301-I20050W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6,,50.0,2.0,C18,,active
DEVE-301-I20075W,301-I20075W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6,,75.0,2.0,C18,,active
DEVE-301-I20100W,301-I20100W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6,,100.0,2.0,C18,,active
DEVE-301-I20150W,301-I20150W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6,,150.0,2.0,C18,,active
DEVE-301-L20035W,301-L20035W,FlexFire C18 HPLC Column,Develosil,HPLC Column,2.6,,35.0,2.0,C18,,active
DEVE-301-L20050W,301-L20050W,FlexFire C18 HPLC Column,Develosil,HPLC Column,2.6,,50.0,2.0,C18,,active
DEVE-301-L20075W,301-L20075W,FlexFire C18 HPLC Column,Develosil,HPLC Column,2.6,,75.0,2.0,C18,,active
DEVE-301-L20100W,301-L20100W,FlexFire C18 HPLC Column,Develosil,HPLC Column,2.6,,100.0,2.0,C18,,active
DEVE-301-L20150W,301-L20150W,FlexFire C18 HPLC Column,Develosil,HPLC Column,2.6,,150.0,2.0,C18,,active
DEVE-301-L20250W,301-L20250W,FlexFire C18 HPLC Column,Develosil,HPLC Column,2.6,,250.0,2.0,C18,,active
DEVE-301-520035W,301-520035W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,35.0,2.0,C18,,active
DEVE-301-520050W,301-520050W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,50.0,2.0,C18,,active
DEVE-301-520075W,301-520075W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,75.0,2.0,C18,,active
DEVE-301-520100W,301-520100W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,100.0,2.0,C18,,active
DEVE-301-520150W,301-520150W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,150.0,2.0,C18,,active
DEVE-301-520250W,301-520250W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,250.0,2.0,C18,,active
DEVE-301-546035W,301-546035W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,35.0,4.6,C18,,active
DEVE-301-546050W,301-546050W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,50.0,4.6,C18,,active
DEVE-301-546075W,301-546075W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,75.0,4.6,C18,,active
DEVE-301-546100W,301-546100W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,100.0,4.6,C18,,active
DEVE-301-546150W,301-546150W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,150.0,4.6,C18,,active
DEVE-301-546250W,301-546250W,FlexFire C18 HPLC Column,Develosil,HPLC Column,5.0,,250.0,4.6,C18,,active
DEVE-304-I20035W,304-I20035W,FlexFire C1 HPLC Column,Develosil,HPLC Column,1.6,,35.0,2.0,C1,,active
DEVE-304-I20050W,304-I20050W,FlexFire C1 HPLC Column,Develosil,HPLC Column,1.6,,50.0,2.0,C1,,active
DEVE-304-I20075W,304-I20075W,FlexFire C1 HPLC Column,Develosil,HPLC Column,1.6,,75.0,2.0,C1,,active
DEVE-304-I20100W,304-I20100W,FlexFire C1 HPLC Column,Develosil,HPLC Column,1.6,,100.0,2.0,C1,,active
DEVE-304-I20150W,304-I20150W,FlexFire C1 HPLC Column,Develosil,HPLC Column,1.6,,150.0,2.0,C1,,active
DEVE-304-L20035W,304-L20035W,FlexFire C1 HPLC Column,Develosil,HPLC Column,2.6,,35.0,2.0,C1,,active
DEVE-304-L20050W,304-L20050W,FlexFire C1 HPLC Column,Develosil,HPLC Column,2.6,,50.0,2.0,C1,,active
DEVE-304-L20075W,304-L20075W,FlexFire C1 HPLC Column,Develosil,HPLC Column,2.6,,75.0,2.0,C1,,active
DEVE-304-L20100W,304-L20100W,FlexFire C1 HPLC Column,Develosil,HPLC Column,2.6,,100.0,2.0,C1,,active
DEVE-304-L20150W,304-L20150W,FlexFire C1 HPLC Column,Develosil,HPLC Column,2.6,,150.0,2.0,C1,,active
DEVE-304-L20250W,304-L20250W,FlexFire C1 HPLC Column,Develosil,HPLC Column,2.6,,250.0,2.0,C1,,active
DEVE-304-520035W,304-520035W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,35.0,2.0,C1,,active
DEVE-304-520050W,304-520050W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,50.0,2.0,C1,,active
DEVE-304-520075W,304-520075W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,75.0,2.0,C1,,active
DEVE-304-520100W,304-520100W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,100.0,2.0,C1,,active
DEVE-304-520150W,304-520150W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,150.0,2.0,C1,,active
DEVE-304-520250W,304-520250W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,250.0,2.0,C1,,active
DEVE-304-546035W,304-546035W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,35.0,4.6,C1,,active
DEVE-304-546050W,304-546050W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,50.0,4.6,C1,,active
DEVE-304-546075W,304-546075W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,75.0,4.6,C1,,active
DEVE-304-546100W,304-546100W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,100.0,4.6,C1,,active
DEVE-304-546150W,304-546150W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,150.0,4.6,C1,,active
DEVE-304-546250W,304-546250W,FlexFire C1 HPLC Column,Develosil,HPLC Column,5.0,,250.0,4.6,C1,,active
DEVE-303-I20035W,303-I20035W,FlexFire C8 HPLC Column,Develosil,HPLC Column,1.6,,35.0,2.0,C8,,active
DEVE-303-I20050W,303-I20050W,FlexFire C8 HPLC Column,Develosil,HPLC Column,1.6,,50.0,2.0,C8,,active
DEVE-303-I20075W,303-I20075W,FlexFire C8 HPLC Column,Develosil,HPLC Column,1.6,,75.0,2.0,C8,,active
DEVE-303-I20100W,303-I20100W,FlexFire C8 HPLC Column,Develosil,HPLC Column,1.6,,100.0,2.0,C8,,active
DEVE-303-I20150W,303-I20150W,FlexFire C8 HPLC Column,Develosil,HPLC Column,1.6,,150.0,2.0,C8,,active
DEVE-303-L20035W,303-L20035W,FlexFire C8 HPLC Column,Develosil,HPLC Column,2.6,,35.0,2.0,C8,,active
DEVE-303-L20050W,303-L20050W,FlexFire C8 HPLC Column,Develosil,HPLC Column,2.6,,50.0,2.0,C8,,active
DEVE-303-L20075W,303-L20075W,FlexFire C8 HPLC Column,Develosil,HPLC Column,2.6,,75.0,2.0,C8,,active
DEVE-303-L20100W,303-L20100W,FlexFire C8 HPLC Column,Develosil,HPLC Column,2.6,,100.0,2.0,C8,,active
DEVE-303-L20150W,303-L20150W,FlexFire C8 HPLC Column,Develosil,HPLC Column,2.6,,150.0,2.0,C8,,active
DEVE-303-L20250W,303-L20250W,FlexFire C8 HPLC Column,Develosil,HPLC Column,2.6,,250.0,2.0,C8,,active
DEVE-303-520035W,303-520035W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,35.0,2.0,C8,,active
DEVE-303-520050W,303-520050W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,50.0,2.0,C8,,active
DEVE-303-520075W,303-520075W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,75.0,2.0,C8,,active
DEVE-303-520100W,303-520100W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,100.0,2.0,C8,,active
DEVE-303-520150W,303-520150W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,150.0,2.0,C8,,active
DEVE-303-520250W,303-520250W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,250.0,2.0,C8,,active
DEVE-303-546035W,303-546035W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,35.0,4.6,C8,,active
DEVE-303-546050W,303-546050W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,50.0,4.6,C8,,active
DEVE-303-546075W,303-546075W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,75.0,4.6,C8,,active
DEVE-303-546100W,303-546100W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,100.0,4.6,C8,,active
DEVE-303-546150W,303-546150W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,150.0,4.6,C8,,active
DEVE-303-546250W,303-546250W,FlexFire C8 HPLC Column,Develosil,HPLC Column,5.0,,250.0,4.6,C8,,active
AGIL-126-1012,126-1012,"DB-1 GC Column - L:10 m, ID:0.05 mm, FT:0.05 µm",Agilent,GC Column,,,10.0,0.05,DB-1,,active
AGIL-126-1013,126-1013,"DB-1 GC Column - L:10 m, ID:0.05 mm, FT:0.2 µm",Agilent,GC Column,,,10.0,0.05,DB-1,,active
AGIL-127-1012E,127-1012E,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.1 µm",Agilent,GC Column,,,10.0,0.1,DB-1,,active
AGIL-127-1012,127-1012,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.1 µm",Agilent,GC Column,,,10.0,0.1,DB-1,,active
AGIL-127-1013E,127-1013E,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm",Agilent,GC Column,,,10.0,0.1,DB-1,,active
AGIL-127-1013,127-1013,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm",Agilent,GC Column,,,10.0,0.1,DB-1,,active
AGIL-127-1013LTM,127-1013LTM,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm",Agilent,GC Column,,,10.0,0.1,DB-1,,active
AGIL-12A-1015,12A-1015,"DB-1 GC Column - L:10 m, ID:0.15 mm, FT:1.2 µm",Agilent,GC Column,,,10.0,0.15,DB-1,,active
AGIL-121-1012E,121-1012E,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.18 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-121-1012,121-1012,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.18 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-121-1012LTM,121-1012LTM,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.18 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-121-101ALTM,121-101ALTM,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.2 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-121-1013,121-1013,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.4 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-121-1013LTM,121-1013LTM,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.4 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-121-101A,121-101A,"DB-1 GC Column - L:10 m, ID:0.18 mm, FT:0.2 µm",Agilent,GC Column,,,10.0,0.18,DB-1,,active
AGIL-122-10H2,122-10H2,"DB-1 GC Column - L:10 m, ID:0.25 mm, FT:0.25 µm",Agilent,GC Column,,,10.0,0.25,DB-1,,active
AGIL-125-10HBE,125-10HBE,"DB-1 GC Column - L:10 m, ID:0.53 mm, FT:2.65 µm",Agilent,GC Column,,,10.0,0.53,DB-1,,active
AGIL-125-10HB,125-10HB,"DB-1 GC Column - L:10 m, ID:0.53 mm, FT:2.65 µm",Agilent,GC Column,,,10.0,0.53,DB-1,,active
AGIL-125-10H5,125-10H5,"DB-1 GC Column - L:10 m, ID:0.53 mm, FT:5 µm",Agilent,GC Column,,,10.0,0.53,DB-1,,active
AGIL-122-10AE,122-10AE,"DB-1 GC Column - L:100 m, ID:0.25 mm, FT:0.5 µm",Agilent,GC Column,,,100.0,0.25,DB-1,,active
AGIL-125-10B5,125-10B5,"DB-1 GC Column - L:105 m, ID:0.53 mm, FT:5 µm",Agilent,GC Column,,,105.0,0.53,DB-1,,active
AGIL-128-1012,128-1012,"DB-1 GC Column - L:12 m, ID:0.2 mm, FT:0.33 µm",Agilent,GC Column,,,12.0,0.2,DB-1,,active
AGIL-122-1011,122-1011,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.1 µm",Agilent,GC Column,,,15.0,0.25,DB-1,,active
AGIL-122-1012E,122-1012E,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm",Agilent,GC Column,,,15.0,0.25,DB-1,,active
AGIL-122-1012,122-1012,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm",Agilent,GC Column,,,15.0,0.25,DB-1,,active
AGIL-122-1012LTM,122-1012LTM,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm",Agilent,GC Column,,,15.0,0.25,DB-1,,active
AGIL-122-1013E,122-1013E,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm",Agilent,GC Column,,,15.0,0.25,DB-1,,active
AGIL-122-1013,122-1013,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm",Agilent,GC Column,,,15.0,0.25,DB-1,,active
AGIL-123-1011,123-1011,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.1 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1012,123-1012,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.25 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1012LTM,123-1012LTM,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.25 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1013,123-1013,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:1 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1014,123-1014,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:3 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1015E,123-1015E,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1015,123-1015,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-123-1015LTM,123-1015LTM,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm",Agilent,GC Column,,,15.0,0.32,DB-1,,active
AGIL-125-1011E,125-1011E,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.15 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1011,125-1011,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.15 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1017,125-1017,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.5 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-101J,125-101J,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1012E,125-1012E,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1012,125-1012,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1012LTM,125-1012LTM,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1014,125-1014,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:3 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1015E,125-1015E,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:5 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-1015,125-1015,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:5 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-125-101K,125-101K,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.25 µm",Agilent,GC Column,,,15.0,0.53,DB-1,,active
AGIL-122-10G3,122-10G3,"DB-1 GC Column - L:150 m, ID:0.25 mm, FT:1 µm",Agilent,GC Column,,,150.0,0.25,DB-1,,active
AGIL-127-1022E,127-1022E,"DB-1 GC Column - L:20 m, ID:0.1 mm, FT:0.1 µm",Agilent,GC Column,,,20.0,0.1,DB-1,,active
AGIL-127-1022,127-1022,"DB-1 GC Column - L:20 m, ID:0.1 mm, FT:0.1 µm",Agilent,GC Column,,,20.0,0.1,DB-1,,active
PHEN-7EG-G006-11,7EG-G006-11,"Zebron ZB-1701, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea",Phenomenex,GC Column,,,15.0,0.25,ZB-1701,,active
PHEN-7EM-G006-11,7EM-G006-11,"Zebron ZB-1701, GC Cap. Column 15 m x 0.32 mm x 0.25 µm, Ea",Phenomenex,GC Column,,,15.0,0.32,ZB-1701,,active
PHEN-7GK-G006-32-C,7GK-G006-32-C,"Zebron ZB-1701, GC Cap. Column 25 m x 0.53 mm x 2.00 µm, EA",Phenomenex,GC Column,,,25.0,0.53,ZB-1701,,active
PHEN-7HG-G006-11,7HG-G006-11,"Zebron ZB-1701, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea",Phenomenex,GC Column,,,30.0,0.25,ZB-1701,,active
PHEN-7EG-G002-02,7EG-G002-02,"Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 0.10 µm, Ea",Phenomenex,GC Column,,,15.0,0.25,ZB-5,,active
PHEN-7EG-G002-11,7EG-G002-11,"Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea",Phenomenex,GC Column,,,15.0,0.25,ZB-5,,active
PHEN-7EG-G002-17,7EG-G002-17,"Zebron ZB-5, GC Cap. Column 15 m x 0.25 mm x 0.50 µm, Ea",Phenomenex,GC Column,,,15.0,0.25,ZB-5,,active
