brand,productId,partNumber,name,series,phaseType,particleSize,columnLength,innerDiameter,poreSize,productType,application,status,price,sorbentMass,cartridgeVolume,membraneType,diameter,material,volume,consumableType,mode,filmThickness,polarity,separationType
Develosil,DEVL-00126,DEV-60-3-50x4.6,"Develosil 60, 3 µm, 4.6 x 50 mm",Develosil 60,Silica,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00127,DEV-60-3-100x2.0,"Develosil 60, 3 µm, 2.0 x 100 mm",Develosil 60,Silica,3.0,100,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00128,DEV-60-3-100x4.6,"Develosil 60, 3 µm, 4.6 x 100 mm",Develosil 60,Silica,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00129,DEV-60-5-50x2.0,"Develosil 60, 5 µm, 2.0 x 50 mm",Develosil 60,Silica,5.0,50,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00130,DEV-60-5-50x4.6,"Develosil 60, 5 µm, 4.6 x 50 mm",Develosil 60,Silica,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00131,DEV-60-5-100x2.0,"Develosil 60, 5 µm, 2.0 x 100 mm",Develosil 60,Silica,5.0,100,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00132,DEV-60-5-100x4.6,"Develosil 60, 5 µm, 4.6 x 100 mm",Develosil 60,Silica,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00133,DEV-60-15-30-50x2.0,"Develosil 60, 15/30 µm, 2.0 x 50 mm",Develosil 60,Silica,15.0,50,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00134,DEV-60-15-30-50x4.6,"Develosil 60, 15/30 µm, 4.6 x 50 mm",Develosil 60,Silica,15.0,50,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00135,DEV-60-15-30-100x2.0,"Develosil 60, 15/30 µm, 2.0 x 100 mm",Develosil 60,Silica,15.0,100,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00136,DEV-60-15-30-100x4.6,"Develosil 60, 15/30 µm, 4.6 x 100 mm",Develosil 60,Silica,15.0,100,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00137,DEV-100-3-50x2.0,"Develosil 100, 3 µm, 2.0 x 50 mm",Develosil 100,Silica,3.0,50,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00138,DEV-100-3-50x4.6,"Develosil 100, 3 µm, 4.6 x 50 mm",Develosil 100,Silica,3.0,50,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00139,DEV-100-3-100x2.0,"Develosil 100, 3 µm, 2.0 x 100 mm",Develosil 100,Silica,3.0,100,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00140,DEV-100-3-100x4.6,"Develosil 100, 3 µm, 4.6 x 100 mm",Develosil 100,Silica,3.0,100,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00141,DEV-100-5-50x2.0,"Develosil 100, 5 µm, 2.0 x 50 mm",Develosil 100,Silica,5.0,50,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00142,DEV-100-5-50x4.6,"Develosil 100, 5 µm, 4.6 x 50 mm",Develosil 100,Silica,5.0,50,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00143,DEV-100-5-100x2.0,"Develosil 100, 5 µm, 2.0 x 100 mm",Develosil 100,Silica,5.0,100,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00144,DEV-100-5-100x4.6,"Develosil 100, 5 µm, 4.6 x 100 mm",Develosil 100,Silica,5.0,100,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00145,DEV-100-15-30-50x2.0,"Develosil 100, 15/30 µm, 2.0 x 50 mm",Develosil 100,Silica,15.0,50,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00146,DEV-100-15-30-50x4.6,"Develosil 100, 15/30 µm, 4.6 x 50 mm",Develosil 100,Silica,15.0,50,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00147,DEV-100-15-30-100x2.0,"Develosil 100, 15/30 µm, 2.0 x 100 mm",Develosil 100,Silica,15.0,100,2.0,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Develosil,DEVL-00148,DEV-100-15-30-100x4.6,"Develosil 100, 15/30 µm, 4.6 x 100 mm",Develosil 100,Silica,15.0,100,4.6,,HPLC Column,,active,,,,,,,,,Normal Phase,,,
Daicel,DAIC-00001,80A82,"CHIRALPAK IA-U, 1.6 µm, 3.0 x 50 mm",CHIRALPAK IA,Chiral,1.6,50,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00002,80A83,"CHIRALPAK IA-U, 1.6 µm, 3.0 x 100 mm",CHIRALPAK IA,Chiral,1.6,100,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00003,80B82,"CHIRALPAK IB-U, 1.6 µm, 3.0 x 50 mm",CHIRALPAK IB,Chiral,1.6,50,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00004,80B83,"CHIRALPAK IB-U, 1.6 µm, 3.0 x 100 mm",CHIRALPAK IB,Chiral,1.6,100,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00005,80C82,"CHIRALPAK IC-U, 1.6 µm, 3.0 x 50 mm",CHIRALPAK IC,Chiral,1.6,50,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00006,80C83,"CHIRALPAK IC-U, 1.6 µm, 3.0 x 100 mm",CHIRALPAK IC,Chiral,1.6,100,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00007,80D82,"CHIRALPAK ID-U, 1.6 µm, 3.0 x 50 mm",CHIRALPAK ID,Chiral,1.6,50,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00008,80D83,"CHIRALPAK ID-U, 1.6 µm, 3.0 x 100 mm",CHIRALPAK ID,Chiral,1.6,100,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00009,80G82,"CHIRALPAK IG-U, 1.6 µm, 3.0 x 50 mm",CHIRALPAK IG,Chiral,1.6,50,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00010,80G83,"CHIRALPAK IG-U, 1.6 µm, 3.0 x 100 mm",CHIRALPAK IG,Chiral,1.6,100,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00011,80H82,"CHIRALPAK IH-U, 1.6 µm, 3.0 x 50 mm",CHIRALPAK IH,Chiral,1.6,50,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00012,80H83,"CHIRALPAK IH-U, 1.6 µm, 3.0 x 100 mm",CHIRALPAK IH,Chiral,1.6,100,3.0,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00013,80592,"CHIRALPAK IA-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IA,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00014,80593,"CHIRALPAK IA-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IA,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00015,80594,"CHIRALPAK IA-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IA,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00016,80595,"CHIRALPAK IA-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IA,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00017,81592,"CHIRALPAK IB-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IB,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00018,81593,"CHIRALPAK IB-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IB,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00019,81594,"CHIRALPAK IB-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IB,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00020,81595,"CHIRALPAK IB-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IB,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00021,82592,"CHIRALPAK IC-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IC,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00022,82593,"CHIRALPAK IC-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IC,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00023,82594,"CHIRALPAK IC-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IC,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00024,82595,"CHIRALPAK IC-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IC,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00025,83592,"CHIRALPAK ID-3, 3 µm, 2.1 x 50 mm",CHIRALPAK ID,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00026,83593,"CHIRALPAK ID-3, 3 µm, 2.1 x 100 mm",CHIRALPAK ID,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00027,83594,"CHIRALPAK ID-3, 3 µm, 2.1 x 150 mm",CHIRALPAK ID,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00028,83595,"CHIRALPAK ID-3, 3 µm, 2.1 x 250 mm",CHIRALPAK ID,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00029,84592,"CHIRALPAK IE-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IE,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00030,84593,"CHIRALPAK IE-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IE,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00031,84594,"CHIRALPAK IE-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IE,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00032,84595,"CHIRALPAK IE-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IE,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00033,85592,"CHIRALPAK IF-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IF,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00034,85593,"CHIRALPAK IF-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IF,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00035,85594,"CHIRALPAK IF-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IF,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00036,85595,"CHIRALPAK IF-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IF,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00037,86592,"CHIRALPAK IG-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IG,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00038,86593,"CHIRALPAK IG-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IG,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00039,86594,"CHIRALPAK IG-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IG,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00040,86595,"CHIRALPAK IG-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IG,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00041,87592,"CHIRALPAK IH-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IH,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00042,87593,"CHIRALPAK IH-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IH,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00043,87594,"CHIRALPAK IH-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IH,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00044,87595,"CHIRALPAK IH-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IH,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00045,88592,"CHIRALPAK IJ-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IJ,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00046,88593,"CHIRALPAK IJ-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IJ,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00047,88594,"CHIRALPAK IJ-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IJ,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00048,88595,"CHIRALPAK IJ-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IJ,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00049,89592,"CHIRALPAK IK-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IK,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00050,89593,"CHIRALPAK IK-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IK,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00051,89594,"CHIRALPAK IK-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IK,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00052,89595,"CHIRALPAK IK-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IK,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00053,90592,"CHIRALPAK IM-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IM,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00054,90593,"CHIRALPAK IM-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IM,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00055,90594,"CHIRALPAK IM-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IM,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00056,90595,"CHIRALPAK IM-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IM,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00057,91592,"CHIRALPAK IN-3, 3 µm, 2.1 x 50 mm",CHIRALPAK IN,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00058,91593,"CHIRALPAK IN-3, 3 µm, 2.1 x 100 mm",CHIRALPAK IN,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00059,91594,"CHIRALPAK IN-3, 3 µm, 2.1 x 150 mm",CHIRALPAK IN,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00060,91595,"CHIRALPAK IN-3, 3 µm, 2.1 x 250 mm",CHIRALPAK IN,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00061,14592,"CHIRALCEL OD-3, 3 µm, 2.1 x 50 mm",CHIRALCEL OD,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00062,14593,"CHIRALCEL OD-3, 3 µm, 2.1 x 100 mm",CHIRALCEL OD,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00063,14594,"CHIRALCEL OD-3, 3 µm, 2.1 x 150 mm",CHIRALCEL OD,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00064,14595,"CHIRALCEL OD-3, 3 µm, 2.1 x 250 mm",CHIRALCEL OD,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00065,19592,"CHIRALCEL OJ-3, 3 µm, 2.1 x 50 mm",CHIRALCEL OJ,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00066,19593,"CHIRALCEL OJ-3, 3 µm, 2.1 x 100 mm",CHIRALCEL OJ,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00067,19594,"CHIRALCEL OJ-3, 3 µm, 2.1 x 150 mm",CHIRALCEL OJ,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00068,19595,"CHIRALCEL OJ-3, 3 µm, 2.1 x 250 mm",CHIRALCEL OJ,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00073,24592,"CHIRALCEL AS-3, 3 µm, 2.1 x 50 mm",CHIRALCEL AS,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00074,24593,"CHIRALCEL AS-3, 3 µm, 2.1 x 100 mm",CHIRALCEL AS,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00075,24594,"CHIRALCEL AS-3, 3 µm, 2.1 x 150 mm",CHIRALCEL AS,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00076,24595,"CHIRALCEL AS-3, 3 µm, 2.1 x 250 mm",CHIRALCEL AS,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00077,29592,"CHIRALCEL OZ-3, 3 µm, 2.1 x 50 mm",CHIRALCEL OZ,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00078,29593,"CHIRALCEL OZ-3, 3 µm, 2.1 x 100 mm",CHIRALCEL OZ,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00079,29594,"CHIRALCEL OZ-3, 3 µm, 2.1 x 150 mm",CHIRALCEL OZ,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00080,29595,"CHIRALCEL OZ-3, 3 µm, 2.1 x 250 mm",CHIRALCEL OZ,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00081,34592,"CHIRALCEL AY-3, 3 µm, 2.1 x 50 mm",CHIRALCEL AY,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00082,34593,"CHIRALCEL AY-3, 3 µm, 2.1 x 100 mm",CHIRALCEL AY,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00083,34594,"CHIRALCEL AY-3, 3 µm, 2.1 x 150 mm",CHIRALCEL AY,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00084,34595,"CHIRALCEL AY-3, 3 µm, 2.1 x 250 mm",CHIRALCEL AY,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00085,39592,"CHIRALCEL AZ-3, 3 µm, 2.1 x 50 mm",CHIRALCEL AZ,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00086,39593,"CHIRALCEL AZ-3, 3 µm, 2.1 x 100 mm",CHIRALCEL AZ,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00087,39594,"CHIRALCEL AZ-3, 3 µm, 2.1 x 150 mm",CHIRALCEL AZ,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00088,39595,"CHIRALCEL AZ-3, 3 µm, 2.1 x 250 mm",CHIRALCEL AZ,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00089,44592,"CHIRALCEL OX-3, 3 µm, 2.1 x 50 mm",CHIRALCEL OX,Chiral,3.0,50,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00090,44593,"CHIRALCEL OX-3, 3 µm, 2.1 x 100 mm",CHIRALCEL OX,Chiral,3.0,100,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00091,44594,"CHIRALCEL OX-3, 3 µm, 2.1 x 150 mm",CHIRALCEL OX,Chiral,3.0,150,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00092,44595,"CHIRALCEL OX-3, 3 µm, 2.1 x 250 mm",CHIRALCEL OX,Chiral,3.0,250,2.1,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00093,80522,"CHIRALPAK IA-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IA,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00094,80523,"CHIRALPAK IA-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IA,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00095,80524,"CHIRALPAK IA-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IA,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00096,80525,"CHIRALPAK IA-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IA,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00097,81522,"CHIRALPAK IB-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IB,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00098,81523,"CHIRALPAK IB-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IB,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00099,81524,"CHIRALPAK IB-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IB,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00100,81525,"CHIRALPAK IB-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IB,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00101,82522,"CHIRALPAK IC-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IC,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00102,82523,"CHIRALPAK IC-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IC,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00103,82524,"CHIRALPAK IC-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IC,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00104,82525,"CHIRALPAK IC-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IC,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00105,83522,"CHIRALPAK ID-3, 3 µm, 4.6 x 50 mm",CHIRALPAK ID,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00106,83523,"CHIRALPAK ID-3, 3 µm, 4.6 x 100 mm",CHIRALPAK ID,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00107,83524,"CHIRALPAK ID-3, 3 µm, 4.6 x 150 mm",CHIRALPAK ID,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00108,83525,"CHIRALPAK ID-3, 3 µm, 4.6 x 250 mm",CHIRALPAK ID,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00109,84522,"CHIRALPAK IE-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IE,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00110,84523,"CHIRALPAK IE-3, 3 µm, 4.6 x 100 mm",CHIRALPAK IE,Chiral,3.0,100,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00111,84524,"CHIRALPAK IE-3, 3 µm, 4.6 x 150 mm",CHIRALPAK IE,Chiral,3.0,150,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00112,84525,"CHIRALPAK IE-3, 3 µm, 4.6 x 250 mm",CHIRALPAK IE,Chiral,3.0,250,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
Daicel,DAIC-00113,85522,"CHIRALPAK IF-3, 3 µm, 4.6 x 50 mm",CHIRALPAK IF,Chiral,3.0,50,4.6,,HPLC Column,Chiral Separation,active,,,,,,,,,,,,
