productId,partNumber,name,brand,productType,particleSize,poreSize,columnLength,innerDiameter,phaseType,phRange,status,Part Number,Product Name,Chemistry,Pore Size (Å),Particle Size (µm),Inner Diameter (mm),Length (mm),Pack Size,Product Type,Material,Description,pH Stability,Column ID (mm),URL,Brand,Length (Metric),Diameter (Metric),Column Type,Flow Rate,Specifications,Property1,Property2,Property3,Product URL,Price,Stationary Phase,Inner Diameter (ID),Length,Particle Size,Units,Pore Size,Phase,ID (mm),Pack Size (pk),Internal Diameter (ID),Bonded Phase,Product_Type,Product_Name,Part_Number,Internal_Diameter_mm,Length_mm,Particle_Size_um,Notes,Series,Particle Size (um),Full Specs,Name,品牌,产品类型,填料,吸附剂重量,规格,Units per Package,UNSPSC,应用,Endcapped,Ion Exchange Capacity,Mass Spec Compatibility,模式,Sorbent Substrate,Water Wettable,pH Range Min,pH Range Max,Sorbent Type,Sorbent Mass,Tube Volume,Format,Full Description,Sorbent Phase,Housing Type,Housing Volume (mL),Sorbent Mass (mg),Bed Weight (mg),Column Volume (mL),Quantity,Specification,Bed Weight,Volume,Package Size,Source URL,Column/Cartridge Dimension,Package Size (pk),Pore Size (Å),SPE 格式,填料质量 (mg),体积,粒径,吸附剂相,包装单位,productName,url,Filter Material,Diameter,Housing Material,Certified,Unit,List Price,CoreTechnique,CoreSeparationMode,CoreBrand,CorePhase,Phase Composition,Internal Diameter,Material (Membrane),Diameter (Metric) Membrane,Volume (Metric) Receiver,Unit Size
DAIC-83337,83337,CHIRALPAK® IC Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-83335,83335,CHIRALPAK® IC Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-83345,83345,CHIRALPAK® IC Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-83394,83394,CHIRALPAK® IC Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-83395,83395,CHIRALPAK® IC Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84311,84311,CHIRALPAK® ID Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84324,84324,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84325,84325,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84337,84337,CHIRALPAK® ID Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84335,84335,CHIRALPAK® ID Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84345,84345,CHIRALPAK® ID Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84394,84394,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-84395,84395,CHIRALPAK® ID Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85311,85311,CHIRALPAK® IE Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85324,85324,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85325,85325,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85337,85337,CHIRALPAK® IE Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85335,85335,CHIRALPAK® IE Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85345,85345,CHIRALPAK® IE Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85394,85394,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-85395,85395,CHIRALPAK® IE Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86311,86311,CHIRALPAK® IF Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86324,86324,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86325,86325,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86337,86337,CHIRALPAK® IF Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86335,86335,CHIRALPAK® IF Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86345,86345,CHIRALPAK® IF Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86394,86394,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-86395,86395,CHIRALPAK® IF Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87311,87311,CHIRALPAK® IG Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87324,87324,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87325,87325,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87337,87337,CHIRALPAK® IG Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87335,87335,CHIRALPAK® IG Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87345,87345,CHIRALPAK® IG Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87394,87394,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-87395,87395,CHIRALPAK® IG Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89311,89311,CHIRALPAK® IH Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89324,89324,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89325,89325,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89337,89337,CHIRALPAK® IH Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89335,89335,CHIRALPAK® IH Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89345,89345,CHIRALPAK® IH Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89394,89394,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-89395,89395,CHIRALPAK® IH Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90311,90311,CHIRALPAK® IJ Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90324,90324,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90325,90325,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90337,90337,CHIRALPAK® IJ Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90335,90335,CHIRALPAK® IJ Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90345,90345,CHIRALPAK® IJ Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90394,90394,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-90395,90395,CHIRALPAK® IJ Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91311,91311,CHIRALPAK® IK Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91324,91324,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91325,91325,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91337,91337,CHIRALPAK® IK Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91335,91335,CHIRALPAK® IK Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91345,91345,CHIRALPAK® IK Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91394,91394,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-91395,91395,CHIRALPAK® IK Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92311,92311,CHIRALPAK® IM Guard cartridge ( ×3 ),Daicel,HPLC Column,5,,10,4.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92324,92324,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5,,150,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92325,92325,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5,,250,4.6,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92337,92337,CHIRALPAK® IM Guard column for semi-prep,Daicel,HPLC Column,5,,20,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92335,92335,CHIRALPAK® IM Semi-prep,Daicel,HPLC Column,5,,250,10.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92345,92345,CHIRALPAK® IM Semi-prep,Daicel,HPLC Column,5,,250,20.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92394,92394,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5,,150,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-92395,92395,CHIRALPAK® IM Analytical column,Daicel,HPLC Column,5,,250,2.1,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-80253,80253,CHIRALPAK® IA Guard column for preparative,Daicel,HPLC Column,20,,100,50.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-80256,80256,CHIRALPAK® IA Preparative column,Daicel,HPLC Column,20,,500,50.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-83253,83253,CHIRALPAK® IC Guard column for preparative,Daicel,HPLC Column,20,,100,50.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIC-83256,83256,CHIRALPAK® IC Preparative column,Daicel,HPLC Column,20,,500,50.0,Immobilized Chiral,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVE-301-I20035W,301-I20035W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6 µm,,35 mm,2.0 mm,C18,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVE-301-I20050W,301-I20050W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6 µm,,50 mm,2.0 mm,C18,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVE-301-I20075W,301-I20075W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6 µm,,75 mm,2.0 mm,C18,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVE-301-I20100W,301-I20100W,FlexFire C18 HPLC Column,Develosil,HPLC Column,1.6 µm,,100 mm,2.0 mm,C18,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
