productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-125-1017,125-1017,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1017 DB-1 Part Number:125-1017 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-101J,125-101J,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-101J DB-1 Part Number:125-101J J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-101K,125-101K,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-101K DB-1 Columns Part Number:125-101K J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-320/340 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-10B5,125-10B5,Agilent,"DB-1 GC Column - L:105 m, ID:0.53 mm, FT:5 µm",,{},none,
AGIL-125-10H5,125-10H5,Agilent,"DB-1 GC Column - L:10 m, ID:0.53 mm, FT:5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-10H5 DB-1 Part Number:125-10H5 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-10HB,125-10HB,Agilent,"DB-1 GC Column - L:10 m, ID:0.53 mm, FT:2.65 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-10HB DB-1 Columns Part Number:125-10HB J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""2.65 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-320/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-10HBE,125-10HBE,Agilent,"DB-1 GC Column - L:10 m, ID:0.53 mm, FT:2.65 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-10HBE DB-1 Columns Part Number:125-10HBE J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""2.65 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-126-1012,126-1012,Agilent,"DB-1 GC Column - L:10 m, ID:0.05 mm, FT:0.05 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 126-1012 Bulk µSIL-DB Capillaries Part Number:126-1012 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.05 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.05 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-126-1013,126-1013,Agilent,"DB-1 GC Column - L:10 m, ID:0.05 mm, FT:0.2 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 126-1013 Bulk µSIL-DB Capillaries Part Number:126-1013 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.2 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.05 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-127-1012,127-1012,Agilent,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1012 DB-1 Part Number:127-1012 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Effective Length (cm)"": ""0 cm"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""Total Length (cm)"": ""10 cm"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-127-1012E,127-1012E,Agilent,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1012E DB-1 Columns Part Number:127-1012E J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-127-1013,127-1013,Agilent,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1013 DB-1 Columns Part Number:127-1013 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.4 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-127-1013E,127-1013E,Agilent,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1013E DB-1 Part Number:127-1013E J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.4 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-127-1013LTM,127-1013LTM,Agilent,"DB-1 GC Column - L:10 m, ID:0.1 mm, FT:0.4 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1013LTM DB-1 Columns Part Number:127-1013LTM J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.4 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-127-1022,127-1022,Agilent,"DB-1 GC Column - L:20 m, ID:0.1 mm, FT:0.1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1022 DB-1 Part Number:127-1022 J&W DB-1 GC Column, 20 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""20 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-127-1022E,127-1022E,Agilent,"DB-1 GC Column - L:20 m, ID:0.1 mm, FT:0.1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 127-1022E DB-1 Part Number:127-1022E J&W DB-1 GC Column, 20 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.1 mm"", ""Length"": ""20 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-128-1012,128-1012,Agilent,"DB-1 GC Column - L:12 m, ID:0.2 mm, FT:0.33 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 128-1012 DB-1 Columns Part Number:128-1012 J&W DB-1 GC Column, 12 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.33 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.2 mm"", ""Length"": ""12 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-12A-1015,12A-1015,Agilent,"DB-1 GC Column - L:10 m, ID:0.15 mm, FT:1.2 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 12A-1015 DB-1 Part Number:12A-1015 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.2 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.15 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-585050-902,585050-902,Agilent,"ZORBAX Eclipse Plus Phenyl-Hexyl HPLC Column, 4.6 mm x 150 mm, 3.5 µm, 1200 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 585050-902 InfinityLab Reversed Phase Prep Part Number:585050-902 InfinityLab ZORBAX SB-C18 Column, 21.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""10 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""50 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
AGIL-585100-902,585100-902,Agilent,"ZORBAX Eclipse Plus C18 HPLC Column, 2.1 mm x 100 mm, 1.8 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 585100-902 InfinityLab Reversed Phase Prep Part Number:585100-902 InfinityLab ZORBAX SB-C18, Column 21.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""10 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""80 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
AGIL-595250-902,595250-902,Agilent,"ZORBAX Eclipse Plus Phenyl-Hexyl HPLC Column, 3.0 mm x 150 mm, 1.8 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 595250-902 InfinityLab Reversed Phase Prep Part Number:595250-902 InfinityLab ZORBAX Eclipse Plus C18 Preparative HPLC Column, 21.","{""Brand"": ""ZORBAX"", ""Carbon Load"": ""9 %"", ""Endcapped"": ""Double"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""40 °C at pH 6-960 °C at pH 2-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""5 µm"", ""Particle Type"": ""Fully Porous"", ""Phase"": ""Eclipse Plus C18"", ""Pore Size"": ""95 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""2-9""}",high,
AGIL-670150-902,670150-902,Agilent,"ZORBAX Eclipse Plus Phenyl-Hexyl HPLC Column, 2.1 mm x 250 mm, 1.8 µm, 400 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 670150-902 InfinityLab Reversed Phase Prep Part Number:670150-902 Agilent InfinityLab Poroshell 120 SB-C18 Column, 21.","{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""21.2 mm"", ""LC Platform"": ""Preparative HPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""4 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
AGIL-681975-908,681975-908,Agilent,"InfinityLab Poroshell 120 Phenyl-Hexyl HPLC Column, 3.0 mm x 50 mm, 1.9 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 681975-908 AdvanceBio HIC HPLC Columns Part Number:681975-908 AdvanceBio HIC, 4.","{""Brand"": ""AdvanceBio HIC"", ""Hardware"": ""SS"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""Stainless Steel"", ""Length"": ""30 mm"", ""Maximum Temperature"": ""60 °C"", ""Particle Size"": ""3.5 µm"", ""Particle Type"": ""Fully Porous"", ""Pore Size"": ""450 Å"", ""Pressure Rating"": ""400 bar"", ""Separation Mode"": ""Hydrophobic Interaction (HIC)"", ""Shipping Solvent"": ""Acetonitrile"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-8""}",high,
AGIL-685975-302,685975-302,Agilent,"InfinityLab Poroshell 120 Phenyl-Hexyl HPLC Column, 4.6 mm x 100 mm, 1.9 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 685975-302 InfinityLab Poroshell 120 Part Number:685975-302 InfinityLab Poroshell 120 SB-C18, 3.","{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""7.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3.0 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-890 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""SB-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""1-8""}",high,
AGIL-685975-906,685975-906,Agilent,"InfinityLab Poroshell 120 HPH-C18 HPLC Column, 4.6 mm x 150 mm, 2.7 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 685975-906 InfinityLab Poroshell 120 Part Number:685975-906 InfinityLab Poroshell 120 SB-C8, 4.","{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""4.5 %"", ""Endcapped"": ""No"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""100 mm"", ""Maximum Temperature"": ""40 °C at pH 6-880 °C at pH 1-6"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""SB-C8"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""1-8""}",high,
AGIL-690970-408,690970-408,Agilent,"InfinityLab Poroshell 120 HPH-C18 HPLC Column, 3.0 mm x 100 mm, 2.7 µm, 600 bar","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 690970-408 InfinityLab Poroshell 120 Part Number:690970-408 InfinityLab Poroshell 120 PFP, 4.","{""Brand"": ""InfinityLab Poroshell 120"", ""Carbon Load"": ""5.1 %"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""4.6 mm"", ""LC Platform"": ""HPLC"", ""Length"": ""250 mm"", ""Maximum Temperature"": ""60 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""4 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""PFP"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""UNSPSC Code"": ""41115709"", ""pH Range"": ""2-9""}",high,
AGIL-691775-742,691775-742,Agilent,"InfinityLab Poroshell 120 Aq-C18 2.1 x 30 mm, 2.7 µm",Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 691775-742 InfinityLab Poroshell 120 Part Number:691775-742 InfinityLab Poroshell 120 Aq-C18 2.,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""2.1 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""30 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""600 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
AGIL-693675-742,693675-742,Agilent,"InfinityLab Poroshell 120 Aq-C18 3.0 x 150 mm, 2.7 µm",Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 693675-742 InfinityLab Poroshell 120 Part Number:693675-742 InfinityLab Poroshell 120 Aq-C18 3.,"{""Brand"": ""InfinityLab Poroshell 120"", ""Endcapped"": ""Yes"", ""Guard Column"": ""No"", ""Hardware"": ""Conventional"", ""Inner Diameter (ID)"": ""3.0 mm"", ""LC Platform"": ""HPLCUHPLC"", ""Length"": ""150 mm"", ""Maximum Temperature"": ""90 °C"", ""Molecular Weight Lower Limit"": ""0 Da"", ""Molecular Weight Upper Limit"": ""3000 Da"", ""Particle Size"": ""2.7 µm"", ""Particle Type"": ""Superficially Porous"", ""Phase"": ""Aq-C18"", ""Pore Size"": ""120 Å"", ""Pressure Rating"": ""1000 bar"", ""Separation Mode"": ""Reversed Phase"", ""Shipping Solvent"": ""Acetonitrile/Water"", ""USP Designation"": ""L1"", ""pH Range"": ""1-8""}",high,
